,Dataset,Model,Layer,Iteration,Accuracy,Plot
705,EventsRev,bert-large-cased,21,6,0.9166666666666666,BERT EventsRev
706,EventsRev,bert-large-cased,21,7,0.75,BERT EventsRev
707,EventsRev,bert-large-cased,21,8,0.75,BERT EventsRev
708,EventsRev,bert-large-cased,21,9,0.75,BERT EventsRev
709,EventsRev,bert-large-cased,21,10,0.9166666666666666,BERT EventsRev
710,EventsRev,bert-large-cased,22,1,0.75,BERT EventsRev
711,EventsRev,bert-large-cased,22,2,0.75,BERT EventsRev
712,EventsRev,bert-large-cased,22,3,0.8333333333333334,BERT EventsRev
713,EventsRev,bert-large-cased,22,4,0.9166666666666666,BERT EventsRev
714,EventsRev,bert-large-cased,22,5,0.8333333333333334,BERT EventsRev
715,EventsRev,bert-large-cased,22,6,0.6666666666666666,BERT EventsRev
716,EventsRev,bert-large-cased,22,7,0.75,BERT EventsRev
717,EventsRev,bert-large-cased,22,8,0.8333333333333334,BERT EventsRev
718,EventsRev,bert-large-cased,22,9,0.8333333333333334,BERT EventsRev
719,EventsRev,bert-large-cased,22,10,0.9166666666666666,BERT EventsRev
720,EventsRev,bert-large-cased,23,1,0.8333333333333334,BERT EventsRev
721,EventsRev,bert-large-cased,23,2,0.9166666666666666,BERT EventsRev
722,EventsRev,bert-large-cased,23,3,0.8333333333333334,BERT EventsRev
723,EventsRev,bert-large-cased,23,4,0.8333333333333334,BERT EventsRev
724,EventsRev,bert-large-cased,23,5,0.75,BERT EventsRev
725,EventsRev,bert-large-cased,23,6,0.9166666666666666,BERT EventsRev
726,EventsRev,bert-large-cased,23,7,0.75,BERT EventsRev
727,EventsRev,bert-large-cased,23,8,0.75,BERT EventsRev
728,EventsRev,bert-large-cased,23,9,0.8333333333333334,BERT EventsRev
729,EventsRev,bert-large-cased,23,10,0.75,BERT EventsRev
730,EventsRev,bert-large-cased,24,1,0.6666666666666666,BERT EventsRev
731,EventsRev,bert-large-cased,24,2,0.8333333333333334,BERT EventsRev
732,EventsRev,bert-large-cased,24,3,0.6666666666666666,BERT EventsRev
733,EventsRev,bert-large-cased,24,4,0.8333333333333334,BERT EventsRev
734,EventsRev,bert-large-cased,24,5,0.75,BERT EventsRev
735,EventsRev,bert-large-cased,24,6,0.5833333333333334,BERT EventsRev
736,EventsRev,bert-large-cased,24,7,0.6666666666666666,BERT EventsRev
737,EventsRev,bert-large-cased,24,8,0.5833333333333334,BERT EventsRev
738,EventsRev,bert-large-cased,24,9,0.5833333333333334,BERT EventsRev
739,EventsRev,bert-large-cased,24,10,0.8333333333333334,BERT EventsRev
740,EventsRev,bert-large-cased,25,1,0.75,BERT EventsRev
741,EventsRev,bert-large-cased,25,2,0.9166666666666666,BERT EventsRev
742,EventsRev,bert-large-cased,25,3,0.8333333333333334,BERT EventsRev
743,EventsRev,bert-large-cased,25,4,0.75,BERT EventsRev
744,EventsRev,bert-large-cased,25,5,0.5,BERT EventsRev
745,EventsRev,bert-large-cased,25,6,0.6666666666666666,BERT EventsRev
746,EventsRev,bert-large-cased,25,7,0.8333333333333334,BERT EventsRev
747,EventsRev,bert-large-cased,25,8,0.5833333333333334,BERT EventsRev
748,EventsRev,bert-large-cased,25,9,0.8333333333333334,BERT EventsRev
749,EventsRev,bert-large-cased,25,10,0.75,BERT EventsRev
750,DTFit,roberta-large,1,1,0.5,RoBERTa DTFit
751,DTFit,roberta-large,1,2,0.5,RoBERTa DTFit
752,DTFit,roberta-large,1,3,0.5,RoBERTa DTFit
753,DTFit,roberta-large,1,4,0.5,RoBERTa DTFit
754,DTFit,roberta-large,1,5,0.5,RoBERTa DTFit
755,DTFit,roberta-large,1,6,0.5,RoBERTa DTFit
756,DTFit,roberta-large,1,7,0.5,RoBERTa DTFit
757,DTFit,roberta-large,1,8,0.5,RoBERTa DTFit
758,DTFit,roberta-large,1,9,0.5,RoBERTa DTFit
759,DTFit,roberta-large,1,10,0.5,RoBERTa DTFit
760,DTFit,roberta-large,2,1,0.525,RoBERTa DTFit
761,DTFit,roberta-large,2,2,0.425,RoBERTa DTFit
762,DTFit,roberta-large,2,3,0.4583333333333333,RoBERTa DTFit
763,DTFit,roberta-large,2,4,0.5166666666666667,RoBERTa DTFit
764,DTFit,roberta-large,2,5,0.475,RoBERTa DTFit
765,DTFit,roberta-large,2,6,0.4833333333333333,RoBERTa DTFit
766,DTFit,roberta-large,2,7,0.5333333333333333,RoBERTa DTFit
767,DTFit,roberta-large,2,8,0.4833333333333333,RoBERTa DTFit
768,DTFit,roberta-large,2,9,0.425,RoBERTa DTFit
769,DTFit,roberta-large,2,10,0.5083333333333333,RoBERTa DTFit
770,DTFit,roberta-large,3,1,0.5416666666666666,RoBERTa DTFit
771,DTFit,roberta-large,3,2,0.575,RoBERTa DTFit
772,DTFit,roberta-large,3,3,0.6083333333333333,RoBERTa DTFit
773,DTFit,roberta-large,3,4,0.625,RoBERTa DTFit
774,DTFit,roberta-large,3,5,0.5833333333333334,RoBERTa DTFit
775,DTFit,roberta-large,3,6,0.6083333333333333,RoBERTa DTFit
776,DTFit,roberta-large,3,7,0.5833333333333334,RoBERTa DTFit
777,DTFit,roberta-large,3,8,0.5916666666666667,RoBERTa DTFit
778,DTFit,roberta-large,3,9,0.5583333333333333,RoBERTa DTFit
779,DTFit,roberta-large,3,10,0.6166666666666667,RoBERTa DTFit
780,DTFit,roberta-large,4,1,0.6083333333333333,RoBERTa DTFit
781,DTFit,roberta-large,4,2,0.6166666666666667,RoBERTa DTFit
782,DTFit,roberta-large,4,3,0.575,RoBERTa DTFit
783,DTFit,roberta-large,4,4,0.55,RoBERTa DTFit
784,DTFit,roberta-large,4,5,0.5666666666666667,RoBERTa DTFit
785,DTFit,roberta-large,4,6,0.5666666666666667,RoBERTa DTFit
786,DTFit,roberta-large,4,7,0.6166666666666667,RoBERTa DTFit
787,DTFit,roberta-large,4,8,0.675,RoBERTa DTFit
788,DTFit,roberta-large,4,9,0.6,RoBERTa DTFit
789,DTFit,roberta-large,4,10,0.525,RoBERTa DTFit
790,DTFit,roberta-large,5,1,0.6,RoBERTa DTFit
791,DTFit,roberta-large,5,2,0.5666666666666667,RoBERTa DTFit
792,DTFit,roberta-large,5,3,0.5833333333333334,RoBERTa DTFit
793,DTFit,roberta-large,5,4,0.625,RoBERTa DTFit
794,DTFit,roberta-large,5,5,0.6333333333333333,RoBERTa DTFit
795,DTFit,roberta-large,5,6,0.6,RoBERTa DTFit
796,DTFit,roberta-large,5,7,0.6416666666666667,RoBERTa DTFit
797,DTFit,roberta-large,5,8,0.5833333333333334,RoBERTa DTFit
798,DTFit,roberta-large,5,9,0.5666666666666667,RoBERTa DTFit
799,DTFit,roberta-large,5,10,0.5666666666666667,RoBERTa DTFit
800,DTFit,roberta-large,6,1,0.6833333333333333,RoBERTa DTFit
801,DTFit,roberta-large,6,2,0.6916666666666667,RoBERTa DTFit
802,DTFit,roberta-large,6,3,0.675,RoBERTa DTFit
803,DTFit,roberta-large,6,4,0.6833333333333333,RoBERTa DTFit
804,DTFit,roberta-large,6,5,0.6583333333333333,RoBERTa DTFit
805,DTFit,roberta-large,6,6,0.6666666666666666,RoBERTa DTFit
806,DTFit,roberta-large,6,7,0.7,RoBERTa DTFit
807,DTFit,roberta-large,6,8,0.6833333333333333,RoBERTa DTFit
808,DTFit,roberta-large,6,9,0.6916666666666667,RoBERTa DTFit
809,DTFit,roberta-large,6,10,0.7083333333333334,RoBERTa DTFit
810,DTFit,roberta-large,7,1,0.6333333333333333,RoBERTa DTFit
811,DTFit,roberta-large,7,2,0.7,RoBERTa DTFit
812,DTFit,roberta-large,7,3,0.725,RoBERTa DTFit
813,DTFit,roberta-large,7,4,0.6416666666666667,RoBERTa DTFit
814,DTFit,roberta-large,7,5,0.65,RoBERTa DTFit
815,DTFit,roberta-large,7,6,0.7,RoBERTa DTFit
816,DTFit,roberta-large,7,7,0.6416666666666667,RoBERTa DTFit
817,DTFit,roberta-large,7,8,0.625,RoBERTa DTFit
818,DTFit,roberta-large,7,9,0.6,RoBERTa DTFit
819,DTFit,roberta-large,7,10,0.6583333333333333,RoBERTa DTFit
820,DTFit,roberta-large,8,1,0.6416666666666667,RoBERTa DTFit
821,DTFit,roberta-large,8,2,0.675,RoBERTa DTFit
822,DTFit,roberta-large,8,3,0.675,RoBERTa DTFit
823,DTFit,roberta-large,8,4,0.7416666666666667,RoBERTa DTFit
824,DTFit,roberta-large,8,5,0.7416666666666667,RoBERTa DTFit
825,DTFit,roberta-large,8,6,0.6916666666666667,RoBERTa DTFit
826,DTFit,roberta-large,8,7,0.7,RoBERTa DTFit
827,DTFit,roberta-large,8,8,0.6583333333333333,RoBERTa DTFit
828,DTFit,roberta-large,8,9,0.675,RoBERTa DTFit
829,DTFit,roberta-large,8,10,0.7333333333333333,RoBERTa DTFit
830,DTFit,roberta-large,9,1,0.6833333333333333,RoBERTa DTFit
831,DTFit,roberta-large,9,2,0.6666666666666666,RoBERTa DTFit
832,DTFit,roberta-large,9,3,0.6833333333333333,RoBERTa DTFit
833,DTFit,roberta-large,9,4,0.6916666666666667,RoBERTa DTFit
834,DTFit,roberta-large,9,5,0.6916666666666667,RoBERTa DTFit
835,DTFit,roberta-large,9,6,0.6333333333333333,RoBERTa DTFit
836,DTFit,roberta-large,9,7,0.625,RoBERTa DTFit
837,DTFit,roberta-large,9,8,0.6666666666666666,RoBERTa DTFit
838,DTFit,roberta-large,9,9,0.6333333333333333,RoBERTa DTFit
839,DTFit,roberta-large,9,10,0.7083333333333334,RoBERTa DTFit
840,DTFit,roberta-large,10,1,0.7583333333333333,RoBERTa DTFit
841,DTFit,roberta-large,10,2,0.725,RoBERTa DTFit
842,DTFit,roberta-large,10,3,0.7833333333333333,RoBERTa DTFit
843,DTFit,roberta-large,10,4,0.725,RoBERTa DTFit
844,DTFit,roberta-large,10,5,0.6833333333333333,RoBERTa DTFit
845,DTFit,roberta-large,10,6,0.7166666666666667,RoBERTa DTFit
846,DTFit,roberta-large,10,7,0.7416666666666667,RoBERTa DTFit
847,DTFit,roberta-large,10,8,0.7416666666666667,RoBERTa DTFit
848,DTFit,roberta-large,10,9,0.6916666666666667,RoBERTa DTFit
849,DTFit,roberta-large,10,10,0.725,RoBERTa DTFit
850,DTFit,roberta-large,11,1,0.775,RoBERTa DTFit
851,DTFit,roberta-large,11,2,0.8166666666666667,RoBERTa DTFit
852,DTFit,roberta-large,11,3,0.7583333333333333,RoBERTa DTFit
853,DTFit,roberta-large,11,4,0.825,RoBERTa DTFit
854,DTFit,roberta-large,11,5,0.825,RoBERTa DTFit
855,DTFit,roberta-large,11,6,0.7916666666666666,RoBERTa DTFit
856,DTFit,roberta-large,11,7,0.775,RoBERTa DTFit
857,DTFit,roberta-large,11,8,0.7333333333333333,RoBERTa DTFit
858,DTFit,roberta-large,11,9,0.7583333333333333,RoBERTa DTFit
859,DTFit,roberta-large,11,10,0.8166666666666667,RoBERTa DTFit
860,DTFit,roberta-large,12,1,0.8,RoBERTa DTFit
861,DTFit,roberta-large,12,2,0.7916666666666666,RoBERTa DTFit
862,DTFit,roberta-large,12,3,0.8333333333333334,RoBERTa DTFit
863,DTFit,roberta-large,12,4,0.7916666666666666,RoBERTa DTFit
864,DTFit,roberta-large,12,5,0.7666666666666667,RoBERTa DTFit
865,DTFit,roberta-large,12,6,0.7416666666666667,RoBERTa DTFit
866,DTFit,roberta-large,12,7,0.825,RoBERTa DTFit
867,DTFit,roberta-large,12,8,0.775,RoBERTa DTFit
868,DTFit,roberta-large,12,9,0.7833333333333333,RoBERTa DTFit
869,DTFit,roberta-large,12,10,0.7833333333333333,RoBERTa DTFit
870,DTFit,roberta-large,13,1,0.8916666666666667,RoBERTa DTFit
871,DTFit,roberta-large,13,2,0.8,RoBERTa DTFit
872,DTFit,roberta-large,13,3,0.825,RoBERTa DTFit
873,DTFit,roberta-large,13,4,0.825,RoBERTa DTFit
874,DTFit,roberta-large,13,5,0.8083333333333333,RoBERTa DTFit
875,DTFit,roberta-large,13,6,0.8416666666666667,RoBERTa DTFit
876,DTFit,roberta-large,13,7,0.825,RoBERTa DTFit
877,DTFit,roberta-large,13,8,0.8333333333333334,RoBERTa DTFit
878,DTFit,roberta-large,13,9,0.825,RoBERTa DTFit
879,DTFit,roberta-large,13,10,0.7666666666666667,RoBERTa DTFit
880,DTFit,roberta-large,14,1,0.7583333333333333,RoBERTa DTFit
881,DTFit,roberta-large,14,2,0.85,RoBERTa DTFit
882,DTFit,roberta-large,14,3,0.825,RoBERTa DTFit
883,DTFit,roberta-large,14,4,0.825,RoBERTa DTFit
884,DTFit,roberta-large,14,5,0.85,RoBERTa DTFit
885,DTFit,roberta-large,14,6,0.8333333333333334,RoBERTa DTFit
886,DTFit,roberta-large,14,7,0.8416666666666667,RoBERTa DTFit
887,DTFit,roberta-large,14,8,0.8166666666666667,RoBERTa DTFit
888,DTFit,roberta-large,14,9,0.7833333333333333,RoBERTa DTFit
889,DTFit,roberta-large,14,10,0.8333333333333334,RoBERTa DTFit
890,DTFit,roberta-large,15,1,0.8,RoBERTa DTFit
891,DTFit,roberta-large,15,2,0.8416666666666667,RoBERTa DTFit
892,DTFit,roberta-large,15,3,0.8083333333333333,RoBERTa DTFit
893,DTFit,roberta-large,15,4,0.7833333333333333,RoBERTa DTFit
894,DTFit,roberta-large,15,5,0.8416666666666667,RoBERTa DTFit
895,DTFit,roberta-large,15,6,0.825,RoBERTa DTFit
896,DTFit,roberta-large,15,7,0.85,RoBERTa DTFit
897,DTFit,roberta-large,15,8,0.8166666666666667,RoBERTa DTFit
898,DTFit,roberta-large,15,9,0.8166666666666667,RoBERTa DTFit
899,DTFit,roberta-large,15,10,0.8,RoBERTa DTFit
900,DTFit,roberta-large,16,1,0.7833333333333333,RoBERTa DTFit
901,DTFit,roberta-large,16,2,0.825,RoBERTa DTFit
902,DTFit,roberta-large,16,3,0.725,RoBERTa DTFit
903,DTFit,roberta-large,16,4,0.8166666666666667,RoBERTa DTFit
904,DTFit,roberta-large,16,5,0.8583333333333333,RoBERTa DTFit
905,DTFit,roberta-large,16,6,0.7916666666666666,RoBERTa DTFit
906,DTFit,roberta-large,16,7,0.8166666666666667,RoBERTa DTFit
907,DTFit,roberta-large,16,8,0.8333333333333334,RoBERTa DTFit
908,DTFit,roberta-large,16,9,0.8333333333333334,RoBERTa DTFit
909,DTFit,roberta-large,16,10,0.8166666666666667,RoBERTa DTFit
910,DTFit,roberta-large,17,1,0.825,RoBERTa DTFit
911,DTFit,roberta-large,17,2,0.85,RoBERTa DTFit
912,DTFit,roberta-large,17,3,0.8083333333333333,RoBERTa DTFit
913,DTFit,roberta-large,17,4,0.8083333333333333,RoBERTa DTFit
914,DTFit,roberta-large,17,5,0.8416666666666667,RoBERTa DTFit
915,DTFit,roberta-large,17,6,0.85,RoBERTa DTFit
916,DTFit,roberta-large,17,7,0.8666666666666667,RoBERTa DTFit
917,DTFit,roberta-large,17,8,0.8416666666666667,RoBERTa DTFit
918,DTFit,roberta-large,17,9,0.8666666666666667,RoBERTa DTFit
919,DTFit,roberta-large,17,10,0.8583333333333333,RoBERTa DTFit
920,DTFit,roberta-large,18,1,0.8416666666666667,RoBERTa DTFit
921,DTFit,roberta-large,18,2,0.825,RoBERTa DTFit
922,DTFit,roberta-large,18,3,0.8833333333333333,RoBERTa DTFit
923,DTFit,roberta-large,18,4,0.85,RoBERTa DTFit
924,DTFit,roberta-large,18,5,0.8666666666666667,RoBERTa DTFit
925,DTFit,roberta-large,18,6,0.8583333333333333,RoBERTa DTFit
926,DTFit,roberta-large,18,7,0.9,RoBERTa DTFit
927,DTFit,roberta-large,18,8,0.8916666666666667,RoBERTa DTFit
928,DTFit,roberta-large,18,9,0.8583333333333333,RoBERTa DTFit
929,DTFit,roberta-large,18,10,0.8583333333333333,RoBERTa DTFit
930,DTFit,roberta-large,19,1,0.8333333333333334,RoBERTa DTFit
931,DTFit,roberta-large,19,2,0.8416666666666667,RoBERTa DTFit
932,DTFit,roberta-large,19,3,0.8583333333333333,RoBERTa DTFit
933,DTFit,roberta-large,19,4,0.8416666666666667,RoBERTa DTFit
934,DTFit,roberta-large,19,5,0.8416666666666667,RoBERTa DTFit
935,DTFit,roberta-large,19,6,0.8416666666666667,RoBERTa DTFit
936,DTFit,roberta-large,19,7,0.8166666666666667,RoBERTa DTFit
937,DTFit,roberta-large,19,8,0.7583333333333333,RoBERTa DTFit
938,DTFit,roberta-large,19,9,0.8583333333333333,RoBERTa DTFit
939,DTFit,roberta-large,19,10,0.85,RoBERTa DTFit
940,DTFit,roberta-large,20,1,0.85,RoBERTa DTFit
941,DTFit,roberta-large,20,2,0.8166666666666667,RoBERTa DTFit
942,DTFit,roberta-large,20,3,0.8583333333333333,RoBERTa DTFit
943,DTFit,roberta-large,20,4,0.85,RoBERTa DTFit
944,DTFit,roberta-large,20,5,0.8083333333333333,RoBERTa DTFit
945,DTFit,roberta-large,20,6,0.85,RoBERTa DTFit
946,DTFit,roberta-large,20,7,0.8333333333333334,RoBERTa DTFit
947,DTFit,roberta-large,20,8,0.8166666666666667,RoBERTa DTFit
948,DTFit,roberta-large,20,9,0.8416666666666667,RoBERTa DTFit
949,DTFit,roberta-large,20,10,0.7916666666666666,RoBERTa DTFit
950,DTFit,roberta-large,21,1,0.825,RoBERTa DTFit
951,DTFit,roberta-large,21,2,0.7833333333333333,RoBERTa DTFit
952,DTFit,roberta-large,21,3,0.8166666666666667,RoBERTa DTFit
953,DTFit,roberta-large,21,4,0.7833333333333333,RoBERTa DTFit
954,DTFit,roberta-large,21,5,0.8083333333333333,RoBERTa DTFit
955,DTFit,roberta-large,21,6,0.8083333333333333,RoBERTa DTFit
956,DTFit,roberta-large,21,7,0.8333333333333334,RoBERTa DTFit
957,DTFit,roberta-large,21,8,0.8083333333333333,RoBERTa DTFit
958,DTFit,roberta-large,21,9,0.8333333333333334,RoBERTa DTFit
959,DTFit,roberta-large,21,10,0.8,RoBERTa DTFit
960,DTFit,roberta-large,22,1,0.7833333333333333,RoBERTa DTFit
961,DTFit,roberta-large,22,2,0.775,RoBERTa DTFit
962,DTFit,roberta-large,22,3,0.8083333333333333,RoBERTa DTFit
963,DTFit,roberta-large,22,4,0.8583333333333333,RoBERTa DTFit
964,DTFit,roberta-large,22,5,0.9,RoBERTa DTFit
965,DTFit,roberta-large,22,6,0.8333333333333334,RoBERTa DTFit
966,DTFit,roberta-large,22,7,0.825,RoBERTa DTFit
967,DTFit,roberta-large,22,8,0.8166666666666667,RoBERTa DTFit
968,DTFit,roberta-large,22,9,0.8083333333333333,RoBERTa DTFit
969,DTFit,roberta-large,22,10,0.8333333333333334,RoBERTa DTFit
970,DTFit,roberta-large,23,1,0.8416666666666667,RoBERTa DTFit
971,DTFit,roberta-large,23,2,0.8833333333333333,RoBERTa DTFit
972,DTFit,roberta-large,23,3,0.8416666666666667,RoBERTa DTFit
973,DTFit,roberta-large,23,4,0.8,RoBERTa DTFit
974,DTFit,roberta-large,23,5,0.8833333333333333,RoBERTa DTFit
975,DTFit,roberta-large,23,6,0.7916666666666666,RoBERTa DTFit
976,DTFit,roberta-large,23,7,0.8916666666666667,RoBERTa DTFit
977,DTFit,roberta-large,23,8,0.8666666666666667,RoBERTa DTFit
978,DTFit,roberta-large,23,9,0.8333333333333334,RoBERTa DTFit
979,DTFit,roberta-large,23,10,0.875,RoBERTa DTFit
980,DTFit,roberta-large,24,1,0.85,RoBERTa DTFit
981,DTFit,roberta-large,24,2,0.8416666666666667,RoBERTa DTFit
982,DTFit,roberta-large,24,3,0.8416666666666667,RoBERTa DTFit
983,DTFit,roberta-large,24,4,0.8166666666666667,RoBERTa DTFit
984,DTFit,roberta-large,24,5,0.825,RoBERTa DTFit
985,DTFit,roberta-large,24,6,0.8,RoBERTa DTFit
986,DTFit,roberta-large,24,7,0.8666666666666667,RoBERTa DTFit
987,DTFit,roberta-large,24,8,0.8666666666666667,RoBERTa DTFit
988,DTFit,roberta-large,24,9,0.8416666666666667,RoBERTa DTFit
989,DTFit,roberta-large,24,10,0.8583333333333333,RoBERTa DTFit
990,DTFit,roberta-large,25,1,0.7833333333333333,RoBERTa DTFit
991,DTFit,roberta-large,25,2,0.8416666666666667,RoBERTa DTFit
992,DTFit,roberta-large,25,3,0.7833333333333333,RoBERTa DTFit
993,DTFit,roberta-large,25,4,0.7916666666666666,RoBERTa DTFit
994,DTFit,roberta-large,25,5,0.8833333333333333,RoBERTa DTFit
995,DTFit,roberta-large,25,6,0.8166666666666667,RoBERTa DTFit
996,DTFit,roberta-large,25,7,0.825,RoBERTa DTFit
997,DTFit,roberta-large,25,8,0.7833333333333333,RoBERTa DTFit
998,DTFit,roberta-large,25,9,0.7666666666666667,RoBERTa DTFit
999,DTFit,roberta-large,25,10,0.7833333333333333,RoBERTa DTFit
1000,EventsAdapt,roberta-large,1,1,0.5,RoBERTa EventsAdapt
1001,EventsAdapt,roberta-large,1,2,0.5,RoBERTa EventsAdapt
1002,EventsAdapt,roberta-large,1,3,0.5,RoBERTa EventsAdapt
1003,EventsAdapt,roberta-large,1,4,0.5,RoBERTa EventsAdapt
1004,EventsAdapt,roberta-large,1,5,0.5,RoBERTa EventsAdapt
1005,EventsAdapt,roberta-large,1,6,0.5,RoBERTa EventsAdapt
1006,EventsAdapt,roberta-large,1,7,0.5,RoBERTa EventsAdapt
1007,EventsAdapt,roberta-large,1,8,0.5,RoBERTa EventsAdapt
1008,EventsAdapt,roberta-large,1,9,0.5,RoBERTa EventsAdapt
1009,EventsAdapt,roberta-large,1,10,0.5,RoBERTa EventsAdapt
1010,EventsAdapt,roberta-large,2,1,0.5897435897435898,RoBERTa EventsAdapt
1011,EventsAdapt,roberta-large,2,2,0.6602564102564102,RoBERTa EventsAdapt
1012,EventsAdapt,roberta-large,2,3,0.6025641025641025,RoBERTa EventsAdapt
1013,EventsAdapt,roberta-large,2,4,0.5961538461538461,RoBERTa EventsAdapt
1014,EventsAdapt,roberta-large,2,5,0.6025641025641025,RoBERTa EventsAdapt
1015,EventsAdapt,roberta-large,2,6,0.5576923076923077,RoBERTa EventsAdapt
1016,EventsAdapt,roberta-large,2,7,0.5961538461538461,RoBERTa EventsAdapt
1017,EventsAdapt,roberta-large,2,8,0.5961538461538461,RoBERTa EventsAdapt
1018,EventsAdapt,roberta-large,2,9,0.5576923076923077,RoBERTa EventsAdapt
1019,EventsAdapt,roberta-large,2,10,0.5256410256410257,RoBERTa EventsAdapt
1020,EventsAdapt,roberta-large,3,1,0.5448717948717948,RoBERTa EventsAdapt
1021,EventsAdapt,roberta-large,3,2,0.5512820512820513,RoBERTa EventsAdapt
1022,EventsAdapt,roberta-large,3,3,0.5897435897435898,RoBERTa EventsAdapt
1023,EventsAdapt,roberta-large,3,4,0.5641025641025641,RoBERTa EventsAdapt
1024,EventsAdapt,roberta-large,3,5,0.5576923076923077,RoBERTa EventsAdapt
1025,EventsAdapt,roberta-large,3,6,0.5576923076923077,RoBERTa EventsAdapt
1026,EventsAdapt,roberta-large,3,7,0.5897435897435898,RoBERTa EventsAdapt
1027,EventsAdapt,roberta-large,3,8,0.5705128205128205,RoBERTa EventsAdapt
1028,EventsAdapt,roberta-large,3,9,0.5448717948717948,RoBERTa EventsAdapt
1029,EventsAdapt,roberta-large,3,10,0.5641025641025641,RoBERTa EventsAdapt
1030,EventsAdapt,roberta-large,4,1,0.5897435897435898,RoBERTa EventsAdapt
1031,EventsAdapt,roberta-large,4,2,0.532051282051282,RoBERTa EventsAdapt
1032,EventsAdapt,roberta-large,4,3,0.5769230769230769,RoBERTa EventsAdapt
1033,EventsAdapt,roberta-large,4,4,0.5641025641025641,RoBERTa EventsAdapt
1034,EventsAdapt,roberta-large,4,5,0.5512820512820513,RoBERTa EventsAdapt
1035,EventsAdapt,roberta-large,4,6,0.5384615384615384,RoBERTa EventsAdapt
1036,EventsAdapt,roberta-large,4,7,0.5769230769230769,RoBERTa EventsAdapt
1037,EventsAdapt,roberta-large,4,8,0.5576923076923077,RoBERTa EventsAdapt
1038,EventsAdapt,roberta-large,4,9,0.5897435897435898,RoBERTa EventsAdapt
1039,EventsAdapt,roberta-large,4,10,0.5769230769230769,RoBERTa EventsAdapt
1040,EventsAdapt,roberta-large,5,1,0.5256410256410257,RoBERTa EventsAdapt
1041,EventsAdapt,roberta-large,5,2,0.5256410256410257,RoBERTa EventsAdapt
1042,EventsAdapt,roberta-large,5,3,0.5128205128205128,RoBERTa EventsAdapt
1043,EventsAdapt,roberta-large,5,4,0.5833333333333334,RoBERTa EventsAdapt
1044,EventsAdapt,roberta-large,5,5,0.5384615384615384,RoBERTa EventsAdapt
1045,EventsAdapt,roberta-large,5,6,0.532051282051282,RoBERTa EventsAdapt
1046,EventsAdapt,roberta-large,5,7,0.5192307692307693,RoBERTa EventsAdapt
1047,EventsAdapt,roberta-large,5,8,0.5384615384615384,RoBERTa EventsAdapt
1048,EventsAdapt,roberta-large,5,9,0.5641025641025641,RoBERTa EventsAdapt
1049,EventsAdapt,roberta-large,5,10,0.5512820512820513,RoBERTa EventsAdapt
1050,EventsAdapt,roberta-large,6,1,0.6474358974358975,RoBERTa EventsAdapt
1051,EventsAdapt,roberta-large,6,2,0.7051282051282052,RoBERTa EventsAdapt
1052,EventsAdapt,roberta-large,6,3,0.6538461538461539,RoBERTa EventsAdapt
1053,EventsAdapt,roberta-large,6,4,0.6666666666666666,RoBERTa EventsAdapt
1054,EventsAdapt,roberta-large,6,5,0.7884615384615384,RoBERTa EventsAdapt
1055,EventsAdapt,roberta-large,6,6,0.6858974358974359,RoBERTa EventsAdapt
1056,EventsAdapt,roberta-large,6,7,0.6602564102564102,RoBERTa EventsAdapt
1057,EventsAdapt,roberta-large,6,8,0.7051282051282052,RoBERTa EventsAdapt
1058,EventsAdapt,roberta-large,6,9,0.6923076923076923,RoBERTa EventsAdapt
1059,EventsAdapt,roberta-large,6,10,0.6923076923076923,RoBERTa EventsAdapt
1060,EventsAdapt,roberta-large,7,1,0.6666666666666666,RoBERTa EventsAdapt
1061,EventsAdapt,roberta-large,7,2,0.6730769230769231,RoBERTa EventsAdapt
1062,EventsAdapt,roberta-large,7,3,0.717948717948718,RoBERTa EventsAdapt
1063,EventsAdapt,roberta-large,7,4,0.6153846153846154,RoBERTa EventsAdapt
1064,EventsAdapt,roberta-large,7,5,0.6474358974358975,RoBERTa EventsAdapt
1065,EventsAdapt,roberta-large,7,6,0.6474358974358975,RoBERTa EventsAdapt
1066,EventsAdapt,roberta-large,7,7,0.6410256410256411,RoBERTa EventsAdapt
1067,EventsAdapt,roberta-large,7,8,0.6666666666666666,RoBERTa EventsAdapt
1068,EventsAdapt,roberta-large,7,9,0.7756410256410257,RoBERTa EventsAdapt
1069,EventsAdapt,roberta-large,7,10,0.7115384615384616,RoBERTa EventsAdapt
1070,EventsAdapt,roberta-large,8,1,0.75,RoBERTa EventsAdapt
1071,EventsAdapt,roberta-large,8,2,0.7307692307692307,RoBERTa EventsAdapt
1072,EventsAdapt,roberta-large,8,3,0.7371794871794872,RoBERTa EventsAdapt
1073,EventsAdapt,roberta-large,8,4,0.6794871794871795,RoBERTa EventsAdapt
1074,EventsAdapt,roberta-large,8,5,0.6346153846153846,RoBERTa EventsAdapt
1075,EventsAdapt,roberta-large,8,6,0.6730769230769231,RoBERTa EventsAdapt
1076,EventsAdapt,roberta-large,8,7,0.6858974358974359,RoBERTa EventsAdapt
1077,EventsAdapt,roberta-large,8,8,0.7243589743589743,RoBERTa EventsAdapt
1078,EventsAdapt,roberta-large,8,9,0.7243589743589743,RoBERTa EventsAdapt
1079,EventsAdapt,roberta-large,8,10,0.6474358974358975,RoBERTa EventsAdapt
