,Dataset,Model,Layer,Iteration,Accuracy
1562,DTFit,gpt2-xl,7,3,0.7166666666666667
1563,DTFit,gpt2-xl,7,4,0.6833333333333333
1564,DTFit,gpt2-xl,7,5,0.7416666666666667
1565,DTFit,gpt2-xl,7,6,0.6583333333333333
1566,DTFit,gpt2-xl,7,7,0.6666666666666666
1567,DTFit,gpt2-xl,7,8,0.7083333333333334
1568,DTFit,gpt2-xl,7,9,0.7083333333333334
1569,DTFit,gpt2-xl,7,10,0.7083333333333334
1570,DTFit,gpt2-xl,8,1,0.7833333333333333
1571,DTFit,gpt2-xl,8,2,0.7166666666666667
1572,DTFit,gpt2-xl,8,3,0.7916666666666666
1573,DTFit,gpt2-xl,8,4,0.7166666666666667
1574,DTFit,gpt2-xl,8,5,0.75
1575,DTFit,gpt2-xl,8,6,0.7
1576,DTFit,gpt2-xl,8,7,0.7083333333333334
1577,DTFit,gpt2-xl,8,8,0.7416666666666667
1578,DTFit,gpt2-xl,8,9,0.7416666666666667
1579,DTFit,gpt2-xl,8,10,0.7583333333333333
1580,DTFit,gpt2-xl,9,1,0.7166666666666667
1581,DTFit,gpt2-xl,9,2,0.7
1582,DTFit,gpt2-xl,9,3,0.7333333333333333
1583,DTFit,gpt2-xl,9,4,0.7333333333333333
1584,DTFit,gpt2-xl,9,5,0.775
1585,DTFit,gpt2-xl,9,6,0.7416666666666667
1586,DTFit,gpt2-xl,9,7,0.7083333333333334
1587,DTFit,gpt2-xl,9,8,0.7083333333333334
1588,DTFit,gpt2-xl,9,9,0.8
1589,DTFit,gpt2-xl,9,10,0.6833333333333333
1590,DTFit,gpt2-xl,10,1,0.7833333333333333
1591,DTFit,gpt2-xl,10,2,0.7166666666666667
1592,DTFit,gpt2-xl,10,3,0.775
1593,DTFit,gpt2-xl,10,4,0.7166666666666667
1594,DTFit,gpt2-xl,10,5,0.7166666666666667
1595,DTFit,gpt2-xl,10,6,0.7166666666666667
1596,DTFit,gpt2-xl,10,7,0.775
1597,DTFit,gpt2-xl,10,8,0.7333333333333333
1598,DTFit,gpt2-xl,10,9,0.7666666666666667
1599,DTFit,gpt2-xl,10,10,0.7666666666666667
1600,DTFit,gpt2-xl,11,1,0.725
1601,DTFit,gpt2-xl,11,2,0.7333333333333333
1602,DTFit,gpt2-xl,11,3,0.7833333333333333
1603,DTFit,gpt2-xl,11,4,0.7333333333333333
1604,DTFit,gpt2-xl,11,5,0.775
1605,DTFit,gpt2-xl,11,6,0.7583333333333333
1606,DTFit,gpt2-xl,11,7,0.7916666666666666
1607,DTFit,gpt2-xl,11,8,0.7333333333333333
1608,DTFit,gpt2-xl,11,9,0.6916666666666667
1609,DTFit,gpt2-xl,11,10,0.6416666666666667
1610,DTFit,gpt2-xl,12,1,0.775
1611,DTFit,gpt2-xl,12,2,0.8083333333333333
1612,DTFit,gpt2-xl,12,3,0.7333333333333333
1613,DTFit,gpt2-xl,12,4,0.6916666666666667
1614,DTFit,gpt2-xl,12,5,0.6916666666666667
1615,DTFit,gpt2-xl,12,6,0.7583333333333333
1616,DTFit,gpt2-xl,12,7,0.7416666666666667
1617,DTFit,gpt2-xl,12,8,0.825
1618,DTFit,gpt2-xl,12,9,0.75
1619,DTFit,gpt2-xl,12,10,0.7416666666666667
1620,DTFit,gpt2-xl,13,1,0.7083333333333334
1621,DTFit,gpt2-xl,13,2,0.7333333333333333
1622,DTFit,gpt2-xl,13,3,0.6833333333333333
1623,DTFit,gpt2-xl,13,4,0.725
1624,DTFit,gpt2-xl,13,5,0.7416666666666667
1625,DTFit,gpt2-xl,13,6,0.6416666666666667
1626,DTFit,gpt2-xl,13,7,0.7833333333333333
1627,DTFit,gpt2-xl,13,8,0.7333333333333333
1628,DTFit,gpt2-xl,13,9,0.7583333333333333
1629,DTFit,gpt2-xl,13,10,0.7333333333333333
1630,DTFit,gpt2-xl,14,1,0.7833333333333333
1631,DTFit,gpt2-xl,14,2,0.7916666666666666
1632,DTFit,gpt2-xl,14,3,0.8166666666666667
1633,DTFit,gpt2-xl,14,4,0.7916666666666666
1634,DTFit,gpt2-xl,14,5,0.75
1635,DTFit,gpt2-xl,14,6,0.725
1636,DTFit,gpt2-xl,14,7,0.7666666666666667
1637,DTFit,gpt2-xl,14,8,0.775
1638,DTFit,gpt2-xl,14,9,0.7583333333333333
1639,DTFit,gpt2-xl,14,10,0.725
1640,DTFit,gpt2-xl,15,1,0.75
1641,DTFit,gpt2-xl,15,2,0.775
1642,DTFit,gpt2-xl,15,3,0.775
1643,DTFit,gpt2-xl,15,4,0.7916666666666666
1644,DTFit,gpt2-xl,15,5,0.775
1645,DTFit,gpt2-xl,15,6,0.7166666666666667
1646,DTFit,gpt2-xl,15,7,0.7666666666666667
1647,DTFit,gpt2-xl,15,8,0.7833333333333333
1648,DTFit,gpt2-xl,15,9,0.7833333333333333
1649,DTFit,gpt2-xl,15,10,0.7833333333333333
1650,DTFit,gpt2-xl,16,1,0.7666666666666667
1651,DTFit,gpt2-xl,16,2,0.8583333333333333
1652,DTFit,gpt2-xl,16,3,0.7833333333333333
1653,DTFit,gpt2-xl,16,4,0.8
1654,DTFit,gpt2-xl,16,5,0.8083333333333333
1655,DTFit,gpt2-xl,16,6,0.825
1656,DTFit,gpt2-xl,16,7,0.725
1657,DTFit,gpt2-xl,16,8,0.8166666666666667
1658,DTFit,gpt2-xl,16,9,0.75
1659,DTFit,gpt2-xl,16,10,0.725
1660,DTFit,gpt2-xl,17,1,0.8
1661,DTFit,gpt2-xl,17,2,0.7333333333333333
1662,DTFit,gpt2-xl,17,3,0.825
1663,DTFit,gpt2-xl,17,4,0.7666666666666667
1664,DTFit,gpt2-xl,17,5,0.725
1665,DTFit,gpt2-xl,17,6,0.7833333333333333
1666,DTFit,gpt2-xl,17,7,0.7833333333333333
1667,DTFit,gpt2-xl,17,8,0.7916666666666666
1668,DTFit,gpt2-xl,17,9,0.725
1669,DTFit,gpt2-xl,17,10,0.7666666666666667
1670,DTFit,gpt2-xl,18,1,0.8
1671,DTFit,gpt2-xl,18,2,0.7833333333333333
1672,DTFit,gpt2-xl,18,3,0.775
1673,DTFit,gpt2-xl,18,4,0.7583333333333333
1674,DTFit,gpt2-xl,18,5,0.7
1675,DTFit,gpt2-xl,18,6,0.8166666666666667
1676,DTFit,gpt2-xl,18,7,0.8
1677,DTFit,gpt2-xl,18,8,0.7833333333333333
1678,DTFit,gpt2-xl,18,9,0.8166666666666667
1679,DTFit,gpt2-xl,18,10,0.7666666666666667
1680,DTFit,gpt2-xl,19,1,0.725
1681,DTFit,gpt2-xl,19,2,0.7916666666666666
1682,DTFit,gpt2-xl,19,3,0.7833333333333333
1683,DTFit,gpt2-xl,19,4,0.7333333333333333
1684,DTFit,gpt2-xl,19,5,0.75
1685,DTFit,gpt2-xl,19,6,0.775
1686,DTFit,gpt2-xl,19,7,0.775
1687,DTFit,gpt2-xl,19,8,0.8416666666666667
1688,DTFit,gpt2-xl,19,9,0.775
1689,DTFit,gpt2-xl,19,10,0.7833333333333333
1690,DTFit,gpt2-xl,20,1,0.7666666666666667
1691,DTFit,gpt2-xl,20,2,0.7166666666666667
1692,DTFit,gpt2-xl,20,3,0.7833333333333333
1693,DTFit,gpt2-xl,20,4,0.75
1694,DTFit,gpt2-xl,20,5,0.8
1695,DTFit,gpt2-xl,20,6,0.75
1696,DTFit,gpt2-xl,20,7,0.7916666666666666
1697,DTFit,gpt2-xl,20,8,0.75
1698,DTFit,gpt2-xl,20,9,0.85
1699,DTFit,gpt2-xl,20,10,0.7583333333333333
1700,DTFit,gpt2-xl,21,1,0.7916666666666666
1701,DTFit,gpt2-xl,21,2,0.8166666666666667
1702,DTFit,gpt2-xl,21,3,0.8166666666666667
1703,DTFit,gpt2-xl,21,4,0.8333333333333334
1704,DTFit,gpt2-xl,21,5,0.7916666666666666
1705,DTFit,gpt2-xl,21,6,0.7833333333333333
1706,DTFit,gpt2-xl,21,7,0.8416666666666667
1707,DTFit,gpt2-xl,21,8,0.775
1708,DTFit,gpt2-xl,21,9,0.775
1709,DTFit,gpt2-xl,21,10,0.7916666666666666
1710,DTFit,gpt2-xl,22,1,0.8083333333333333
1711,DTFit,gpt2-xl,22,2,0.7416666666666667
1712,DTFit,gpt2-xl,22,3,0.8166666666666667
1713,DTFit,gpt2-xl,22,4,0.775
1714,DTFit,gpt2-xl,22,5,0.775
1715,DTFit,gpt2-xl,22,6,0.7833333333333333
1716,DTFit,gpt2-xl,22,7,0.8416666666666667
1717,DTFit,gpt2-xl,22,8,0.8
1718,DTFit,gpt2-xl,22,9,0.775
1719,DTFit,gpt2-xl,22,10,0.825
1720,DTFit,gpt2-xl,23,1,0.8083333333333333
1721,DTFit,gpt2-xl,23,2,0.8166666666666667
1722,DTFit,gpt2-xl,23,3,0.8666666666666667
1723,DTFit,gpt2-xl,23,4,0.8166666666666667
1724,DTFit,gpt2-xl,23,5,0.7833333333333333
1725,DTFit,gpt2-xl,23,6,0.7833333333333333
1726,DTFit,gpt2-xl,23,7,0.7666666666666667
1727,DTFit,gpt2-xl,23,8,0.8333333333333334
1728,DTFit,gpt2-xl,23,9,0.7916666666666666
1729,DTFit,gpt2-xl,23,10,0.8
1730,DTFit,gpt2-xl,24,1,0.7666666666666667
1731,DTFit,gpt2-xl,24,2,0.8083333333333333
1732,DTFit,gpt2-xl,24,3,0.8416666666666667
1733,DTFit,gpt2-xl,24,4,0.8
1734,DTFit,gpt2-xl,24,5,0.7583333333333333
1735,DTFit,gpt2-xl,24,6,0.7666666666666667
1736,DTFit,gpt2-xl,24,7,0.7666666666666667
1737,DTFit,gpt2-xl,24,8,0.8583333333333333
1738,DTFit,gpt2-xl,24,9,0.8083333333333333
1739,DTFit,gpt2-xl,24,10,0.7916666666666666
1740,DTFit,gpt2-xl,25,1,0.7833333333333333
1741,DTFit,gpt2-xl,25,2,0.8583333333333333
1742,DTFit,gpt2-xl,25,3,0.7583333333333333
1743,DTFit,gpt2-xl,25,4,0.7833333333333333
1744,DTFit,gpt2-xl,25,5,0.7916666666666666
1745,DTFit,gpt2-xl,25,6,0.825
1746,DTFit,gpt2-xl,25,7,0.85
1747,DTFit,gpt2-xl,25,8,0.775
1748,DTFit,gpt2-xl,25,9,0.775
1749,DTFit,gpt2-xl,25,10,0.8333333333333334
1750,DTFit,gpt2-xl,26,1,0.8083333333333333
1751,DTFit,gpt2-xl,26,2,0.7583333333333333
1752,DTFit,gpt2-xl,26,3,0.7416666666666667
1753,DTFit,gpt2-xl,26,4,0.7833333333333333
1754,DTFit,gpt2-xl,26,5,0.7833333333333333
1755,DTFit,gpt2-xl,26,6,0.8083333333333333
1756,DTFit,gpt2-xl,26,7,0.8166666666666667
1757,DTFit,gpt2-xl,26,8,0.8166666666666667
1758,DTFit,gpt2-xl,26,9,0.825
1759,DTFit,gpt2-xl,26,10,0.7916666666666666
1760,DTFit,gpt2-xl,27,1,0.7666666666666667
1761,DTFit,gpt2-xl,27,2,0.8
1762,DTFit,gpt2-xl,27,3,0.7833333333333333
1763,DTFit,gpt2-xl,27,4,0.7916666666666666
1764,DTFit,gpt2-xl,27,5,0.7833333333333333
1765,DTFit,gpt2-xl,27,6,0.7833333333333333
1766,DTFit,gpt2-xl,27,7,0.85
1767,DTFit,gpt2-xl,27,8,0.725
1768,DTFit,gpt2-xl,27,9,0.8416666666666667
1769,DTFit,gpt2-xl,27,10,0.7666666666666667
1770,DTFit,gpt2-xl,28,1,0.8
1771,DTFit,gpt2-xl,28,2,0.75
1772,DTFit,gpt2-xl,28,3,0.8166666666666667
1773,DTFit,gpt2-xl,28,4,0.7916666666666666
1774,DTFit,gpt2-xl,28,5,0.8
1775,DTFit,gpt2-xl,28,6,0.775
1776,DTFit,gpt2-xl,28,7,0.7416666666666667
1777,DTFit,gpt2-xl,28,8,0.7583333333333333
1778,DTFit,gpt2-xl,28,9,0.775
1779,DTFit,gpt2-xl,28,10,0.825
1780,DTFit,gpt2-xl,29,1,0.75
1781,DTFit,gpt2-xl,29,2,0.7916666666666666
1782,DTFit,gpt2-xl,29,3,0.8
1783,DTFit,gpt2-xl,29,4,0.7583333333333333
1784,DTFit,gpt2-xl,29,5,0.7833333333333333
1785,DTFit,gpt2-xl,29,6,0.8
1786,DTFit,gpt2-xl,29,7,0.775
1787,DTFit,gpt2-xl,29,8,0.7333333333333333
1788,DTFit,gpt2-xl,29,9,0.7416666666666667
1789,DTFit,gpt2-xl,29,10,0.7166666666666667
1790,DTFit,gpt2-xl,30,1,0.7416666666666667
1791,DTFit,gpt2-xl,30,2,0.75
1792,DTFit,gpt2-xl,30,3,0.7666666666666667
1793,DTFit,gpt2-xl,30,4,0.7916666666666666
1794,DTFit,gpt2-xl,30,5,0.7416666666666667
1795,DTFit,gpt2-xl,30,6,0.7583333333333333
1796,DTFit,gpt2-xl,30,7,0.7333333333333333
1797,DTFit,gpt2-xl,30,8,0.8166666666666667
1798,DTFit,gpt2-xl,30,9,0.8166666666666667
1799,DTFit,gpt2-xl,30,10,0.775
1800,DTFit,gpt2-xl,31,1,0.825
1801,DTFit,gpt2-xl,31,2,0.825
1802,DTFit,gpt2-xl,31,3,0.825
1803,DTFit,gpt2-xl,31,4,0.75
1804,DTFit,gpt2-xl,31,5,0.7583333333333333
1805,DTFit,gpt2-xl,31,6,0.7416666666666667
1806,DTFit,gpt2-xl,31,7,0.7583333333333333
1807,DTFit,gpt2-xl,31,8,0.7583333333333333
1808,DTFit,gpt2-xl,31,9,0.7833333333333333
1809,DTFit,gpt2-xl,31,10,0.8083333333333333
1810,DTFit,gpt2-xl,32,1,0.725
1811,DTFit,gpt2-xl,32,2,0.7833333333333333
1812,DTFit,gpt2-xl,32,3,0.7666666666666667
1813,DTFit,gpt2-xl,32,4,0.775
1814,DTFit,gpt2-xl,32,5,0.775
1815,DTFit,gpt2-xl,32,6,0.7166666666666667
1816,DTFit,gpt2-xl,32,7,0.775
1817,DTFit,gpt2-xl,32,8,0.7583333333333333
1818,DTFit,gpt2-xl,32,9,0.7583333333333333
1819,DTFit,gpt2-xl,32,10,0.7916666666666666
1820,DTFit,gpt2-xl,33,1,0.7666666666666667
1821,DTFit,gpt2-xl,33,2,0.8
1822,DTFit,gpt2-xl,33,3,0.8166666666666667
1823,DTFit,gpt2-xl,33,4,0.7583333333333333
1824,DTFit,gpt2-xl,33,5,0.7333333333333333
1825,DTFit,gpt2-xl,33,6,0.7916666666666666
1826,DTFit,gpt2-xl,33,7,0.725
1827,DTFit,gpt2-xl,33,8,0.7333333333333333
1828,DTFit,gpt2-xl,33,9,0.7666666666666667
1829,DTFit,gpt2-xl,33,10,0.8166666666666667
1830,DTFit,gpt2-xl,34,1,0.7583333333333333
1831,DTFit,gpt2-xl,34,2,0.7833333333333333
1832,DTFit,gpt2-xl,34,3,0.7166666666666667
1833,DTFit,gpt2-xl,34,4,0.7833333333333333
1834,DTFit,gpt2-xl,34,5,0.7666666666666667
1835,DTFit,gpt2-xl,34,6,0.7916666666666666
1836,DTFit,gpt2-xl,34,7,0.7583333333333333
1837,DTFit,gpt2-xl,34,8,0.7416666666666667
1838,DTFit,gpt2-xl,34,9,0.7333333333333333
1839,DTFit,gpt2-xl,34,10,0.775
1840,DTFit,gpt2-xl,35,1,0.75
1841,DTFit,gpt2-xl,35,2,0.7583333333333333
1842,DTFit,gpt2-xl,35,3,0.75
1843,DTFit,gpt2-xl,35,4,0.8166666666666667
1844,DTFit,gpt2-xl,35,5,0.8083333333333333
1845,DTFit,gpt2-xl,35,6,0.7583333333333333
1846,DTFit,gpt2-xl,35,7,0.7916666666666666
1847,DTFit,gpt2-xl,35,8,0.7333333333333333
1848,DTFit,gpt2-xl,35,9,0.7166666666666667
1849,DTFit,gpt2-xl,35,10,0.775
1850,DTFit,gpt2-xl,36,1,0.7916666666666666
1851,DTFit,gpt2-xl,36,2,0.7166666666666667
1852,DTFit,gpt2-xl,36,3,0.7833333333333333
1853,DTFit,gpt2-xl,36,4,0.7333333333333333
1854,DTFit,gpt2-xl,36,5,0.7416666666666667
1855,DTFit,gpt2-xl,36,6,0.725
1856,DTFit,gpt2-xl,36,7,0.7916666666666666
1857,DTFit,gpt2-xl,36,8,0.7916666666666666
1858,DTFit,gpt2-xl,36,9,0.7833333333333333
1859,DTFit,gpt2-xl,36,10,0.7416666666666667
1860,DTFit,gpt2-xl,37,1,0.8083333333333333
1861,DTFit,gpt2-xl,37,2,0.825
1862,DTFit,gpt2-xl,37,3,0.7666666666666667
1863,DTFit,gpt2-xl,37,4,0.8
1864,DTFit,gpt2-xl,37,5,0.7166666666666667
1865,DTFit,gpt2-xl,37,6,0.7583333333333333
1866,DTFit,gpt2-xl,37,7,0.7416666666666667
1867,DTFit,gpt2-xl,37,8,0.725
1868,DTFit,gpt2-xl,37,9,0.7666666666666667
1869,DTFit,gpt2-xl,37,10,0.7916666666666666
1870,DTFit,gpt2-xl,38,1,0.7666666666666667
1871,DTFit,gpt2-xl,38,2,0.7833333333333333
1872,DTFit,gpt2-xl,38,3,0.7666666666666667
1873,DTFit,gpt2-xl,38,4,0.75
1874,DTFit,gpt2-xl,38,5,0.7916666666666666
1875,DTFit,gpt2-xl,38,6,0.7833333333333333
1876,DTFit,gpt2-xl,38,7,0.7666666666666667
1877,DTFit,gpt2-xl,38,8,0.8166666666666667
1878,DTFit,gpt2-xl,38,9,0.7833333333333333
1879,DTFit,gpt2-xl,38,10,0.8166666666666667
1880,DTFit,gpt2-xl,39,1,0.75
1881,DTFit,gpt2-xl,39,2,0.7416666666666667
1882,DTFit,gpt2-xl,39,3,0.8083333333333333
1883,DTFit,gpt2-xl,39,4,0.7416666666666667
1884,DTFit,gpt2-xl,39,5,0.75
1885,DTFit,gpt2-xl,39,6,0.7666666666666667
1886,DTFit,gpt2-xl,39,7,0.7916666666666666
1887,DTFit,gpt2-xl,39,8,0.775
1888,DTFit,gpt2-xl,39,9,0.7416666666666667
1889,DTFit,gpt2-xl,39,10,0.8166666666666667
1890,DTFit,gpt2-xl,40,1,0.7916666666666666
1891,DTFit,gpt2-xl,40,2,0.7666666666666667
1892,DTFit,gpt2-xl,40,3,0.7416666666666667
1893,DTFit,gpt2-xl,40,4,0.8166666666666667
1894,DTFit,gpt2-xl,40,5,0.7833333333333333
1895,DTFit,gpt2-xl,40,6,0.7833333333333333
1896,DTFit,gpt2-xl,40,7,0.7666666666666667
1897,DTFit,gpt2-xl,40,8,0.8
1898,DTFit,gpt2-xl,40,9,0.7833333333333333
1899,DTFit,gpt2-xl,40,10,0.8
1900,DTFit,gpt2-xl,41,1,0.7833333333333333
1901,DTFit,gpt2-xl,41,2,0.8
1902,DTFit,gpt2-xl,41,3,0.8583333333333333
1903,DTFit,gpt2-xl,41,4,0.8583333333333333
1904,DTFit,gpt2-xl,41,5,0.725
1905,DTFit,gpt2-xl,41,6,0.7833333333333333
1906,DTFit,gpt2-xl,41,7,0.775
1907,DTFit,gpt2-xl,41,8,0.7666666666666667
1908,DTFit,gpt2-xl,41,9,0.8083333333333333
1909,DTFit,gpt2-xl,41,10,0.7666666666666667
1910,DTFit,gpt2-xl,42,1,0.7666666666666667
1911,DTFit,gpt2-xl,42,2,0.75
1912,DTFit,gpt2-xl,42,3,0.7083333333333334
1913,DTFit,gpt2-xl,42,4,0.7666666666666667
1914,DTFit,gpt2-xl,42,5,0.8
1915,DTFit,gpt2-xl,42,6,0.8
1916,DTFit,gpt2-xl,42,7,0.75
1917,DTFit,gpt2-xl,42,8,0.8166666666666667
1918,DTFit,gpt2-xl,42,9,0.7666666666666667
1919,DTFit,gpt2-xl,42,10,0.7166666666666667
1920,DTFit,gpt2-xl,43,1,0.7833333333333333
1921,DTFit,gpt2-xl,43,2,0.7416666666666667
1922,DTFit,gpt2-xl,43,3,0.7833333333333333
1923,DTFit,gpt2-xl,43,4,0.7333333333333333
1924,DTFit,gpt2-xl,43,5,0.7583333333333333
1925,DTFit,gpt2-xl,43,6,0.7833333333333333
1926,DTFit,gpt2-xl,43,7,0.75
1927,DTFit,gpt2-xl,43,8,0.7333333333333333
1928,DTFit,gpt2-xl,43,9,0.7666666666666667
1929,DTFit,gpt2-xl,43,10,0.8083333333333333
1930,DTFit,gpt2-xl,44,1,0.825
1931,DTFit,gpt2-xl,44,2,0.7083333333333334
1932,DTFit,gpt2-xl,44,3,0.8
1933,DTFit,gpt2-xl,44,4,0.8166666666666667
1934,DTFit,gpt2-xl,44,5,0.8083333333333333
1935,DTFit,gpt2-xl,44,6,0.7666666666666667
1936,DTFit,gpt2-xl,44,7,0.7
1937,DTFit,gpt2-xl,44,8,0.7083333333333334
1938,DTFit,gpt2-xl,44,9,0.7916666666666666
1939,DTFit,gpt2-xl,44,10,0.7333333333333333
1940,DTFit,gpt2-xl,45,1,0.7416666666666667
1941,DTFit,gpt2-xl,45,2,0.7
1942,DTFit,gpt2-xl,45,3,0.7583333333333333
1943,DTFit,gpt2-xl,45,4,0.775
1944,DTFit,gpt2-xl,45,5,0.7916666666666666
1945,DTFit,gpt2-xl,45,6,0.8
1946,DTFit,gpt2-xl,45,7,0.8166666666666667
1947,DTFit,gpt2-xl,45,8,0.7666666666666667
1948,DTFit,gpt2-xl,45,9,0.7833333333333333
1949,DTFit,gpt2-xl,45,10,0.7916666666666666
1950,DTFit,gpt2-xl,46,1,0.7916666666666666
1951,DTFit,gpt2-xl,46,2,0.8083333333333333
1952,DTFit,gpt2-xl,46,3,0.7666666666666667
1953,DTFit,gpt2-xl,46,4,0.8083333333333333
1954,DTFit,gpt2-xl,46,5,0.7833333333333333
1955,DTFit,gpt2-xl,46,6,0.7833333333333333
1956,DTFit,gpt2-xl,46,7,0.7833333333333333
1957,DTFit,gpt2-xl,46,8,0.7583333333333333
1958,DTFit,gpt2-xl,46,9,0.7833333333333333
1959,DTFit,gpt2-xl,46,10,0.8333333333333334
1960,DTFit,gpt2-xl,47,1,0.8
1961,DTFit,gpt2-xl,47,2,0.7083333333333334
1962,DTFit,gpt2-xl,47,3,0.7416666666666667
1963,DTFit,gpt2-xl,47,4,0.7
1964,DTFit,gpt2-xl,47,5,0.7666666666666667
1965,DTFit,gpt2-xl,47,6,0.7416666666666667
1966,DTFit,gpt2-xl,47,7,0.7333333333333333
1967,DTFit,gpt2-xl,47,8,0.7833333333333333
1968,DTFit,gpt2-xl,47,9,0.7666666666666667
1969,DTFit,gpt2-xl,47,10,0.775
1970,DTFit,gpt2-xl,48,1,0.775
1971,DTFit,gpt2-xl,48,2,0.8166666666666667
1972,DTFit,gpt2-xl,48,3,0.7833333333333333
1973,DTFit,gpt2-xl,48,4,0.725
1974,DTFit,gpt2-xl,48,5,0.7333333333333333
1975,DTFit,gpt2-xl,48,6,0.7666666666666667
1976,DTFit,gpt2-xl,48,7,0.8
1977,DTFit,gpt2-xl,48,8,0.8166666666666667
1978,DTFit,gpt2-xl,48,9,0.7916666666666666
1979,DTFit,gpt2-xl,48,10,0.8
1980,DTFit,gpt2-xl,49,1,0.8083333333333333
1981,DTFit,gpt2-xl,49,2,0.7333333333333333
1982,DTFit,gpt2-xl,49,3,0.8
1983,DTFit,gpt2-xl,49,4,0.775
1984,DTFit,gpt2-xl,49,5,0.7583333333333333
1985,DTFit,gpt2-xl,49,6,0.7583333333333333
1986,DTFit,gpt2-xl,49,7,0.7333333333333333
1987,DTFit,gpt2-xl,49,8,0.7583333333333333
1988,DTFit,gpt2-xl,49,9,0.7916666666666666
1989,DTFit,gpt2-xl,49,10,0.8
1990,EventsAdapt,gpt2-xl,1,1,0.5
1991,EventsAdapt,gpt2-xl,1,2,0.5
1992,EventsAdapt,gpt2-xl,1,3,0.5
1993,EventsAdapt,gpt2-xl,1,4,0.5
1994,EventsAdapt,gpt2-xl,1,5,0.5
1995,EventsAdapt,gpt2-xl,1,6,0.5
1996,EventsAdapt,gpt2-xl,1,7,0.5
1997,EventsAdapt,gpt2-xl,1,8,0.5
1998,EventsAdapt,gpt2-xl,1,9,0.5
1999,EventsAdapt,gpt2-xl,1,10,0.5
2000,EventsAdapt,gpt2-xl,2,1,0.5512820512820513
2001,EventsAdapt,gpt2-xl,2,2,0.5192307692307693
2002,EventsAdapt,gpt2-xl,2,3,0.5512820512820513
2003,EventsAdapt,gpt2-xl,2,4,0.4807692307692308
2004,EventsAdapt,gpt2-xl,2,5,0.5192307692307693
2005,EventsAdapt,gpt2-xl,2,6,0.532051282051282
2006,EventsAdapt,gpt2-xl,2,7,0.5512820512820513
2007,EventsAdapt,gpt2-xl,2,8,0.5256410256410257
2008,EventsAdapt,gpt2-xl,2,9,0.5064102564102564
2009,EventsAdapt,gpt2-xl,2,10,0.5576923076923077
2010,EventsAdapt,gpt2-xl,3,1,0.5448717948717948
2011,EventsAdapt,gpt2-xl,3,2,0.5833333333333334
2012,EventsAdapt,gpt2-xl,3,3,0.5769230769230769
2013,EventsAdapt,gpt2-xl,3,4,0.5512820512820513
2014,EventsAdapt,gpt2-xl,3,5,0.5448717948717948
2015,EventsAdapt,gpt2-xl,3,6,0.5512820512820513
2016,EventsAdapt,gpt2-xl,3,7,0.5384615384615384
2017,EventsAdapt,gpt2-xl,3,8,0.4935897435897436
2018,EventsAdapt,gpt2-xl,3,9,0.5705128205128205
2019,EventsAdapt,gpt2-xl,3,10,0.5384615384615384
2020,EventsAdapt,gpt2-xl,4,1,0.5256410256410257
2021,EventsAdapt,gpt2-xl,4,2,0.5384615384615384
2022,EventsAdapt,gpt2-xl,4,3,0.5512820512820513
2023,EventsAdapt,gpt2-xl,4,4,0.5384615384615384
2024,EventsAdapt,gpt2-xl,4,5,0.5256410256410257
2025,EventsAdapt,gpt2-xl,4,6,0.5
2026,EventsAdapt,gpt2-xl,4,7,0.5064102564102564
2027,EventsAdapt,gpt2-xl,4,8,0.5384615384615384
2028,EventsAdapt,gpt2-xl,4,9,0.5705128205128205
2029,EventsAdapt,gpt2-xl,4,10,0.5512820512820513
2030,EventsAdapt,gpt2-xl,5,1,0.5833333333333334
2031,EventsAdapt,gpt2-xl,5,2,0.5705128205128205
2032,EventsAdapt,gpt2-xl,5,3,0.5384615384615384
2033,EventsAdapt,gpt2-xl,5,4,0.5576923076923077
2034,EventsAdapt,gpt2-xl,5,5,0.5833333333333334
2035,EventsAdapt,gpt2-xl,5,6,0.6025641025641025
2036,EventsAdapt,gpt2-xl,5,7,0.5705128205128205
2037,EventsAdapt,gpt2-xl,5,8,0.5576923076923077
2038,EventsAdapt,gpt2-xl,5,9,0.5384615384615384
2039,EventsAdapt,gpt2-xl,5,10,0.5576923076923077
2040,EventsAdapt,gpt2-xl,6,1,0.532051282051282
2041,EventsAdapt,gpt2-xl,6,2,0.5192307692307693
2042,EventsAdapt,gpt2-xl,6,3,0.5192307692307693
2043,EventsAdapt,gpt2-xl,6,4,0.5384615384615384
2044,EventsAdapt,gpt2-xl,6,5,0.5961538461538461
2045,EventsAdapt,gpt2-xl,6,6,0.5448717948717948
2046,EventsAdapt,gpt2-xl,6,7,0.5448717948717948
2047,EventsAdapt,gpt2-xl,6,8,0.5961538461538461
2048,EventsAdapt,gpt2-xl,6,9,0.5384615384615384
2049,EventsAdapt,gpt2-xl,6,10,0.5512820512820513
2050,EventsAdapt,gpt2-xl,7,1,0.5256410256410257
2051,EventsAdapt,gpt2-xl,7,2,0.5256410256410257
2052,EventsAdapt,gpt2-xl,7,3,0.5769230769230769
2053,EventsAdapt,gpt2-xl,7,4,0.5833333333333334
2054,EventsAdapt,gpt2-xl,7,5,0.6089743589743589
2055,EventsAdapt,gpt2-xl,7,6,0.5641025641025641
2056,EventsAdapt,gpt2-xl,7,7,0.5897435897435898
2057,EventsAdapt,gpt2-xl,7,8,0.5192307692307693
2058,EventsAdapt,gpt2-xl,7,9,0.5384615384615384
