"","Voice","Plausibility","Item","n","mean"
"1348","passive","plausible","71",15,6.93333333333333
"1349","passive","plausible","72",14,6.5
"1350","passive","plausible","73",13,6.15384615384615
"1351","passive","plausible","74",13,6.76923076923077
"1352","passive","plausible","75",16,6.75
"1353","passive","plausible","76",14,6.64285714285714
"1354","passive","plausible","77",14,6.57142857142857
"1355","passive","plausible","78",13,6.30769230769231
"1356","passive","plausible","79",13,3.84615384615385
"1357","passive","plausible","8",14,5.53846153846154
"1358","passive","plausible","80",13,3.84615384615385
"1359","passive","plausible","81",15,6.8
"1360","passive","plausible","82",13,6.84615384615385
"1361","passive","plausible","83",15,7
"1362","passive","plausible","84",15,6.6
"1363","passive","plausible","85",16,6.4375
"1364","passive","plausible","86",13,6.30769230769231
"1365","passive","plausible","87",13,6.46153846153846
"1366","passive","plausible","88",16,6.0625
"1367","passive","plausible","89",16,6.9375
"1368","passive","plausible","9",15,7
"1369","passive","plausible","90",13,6.46153846153846
"1370","passive","plausible","91",15,6.46666666666667
"1371","passive","plausible","92",15,5.73333333333333
"1372","passive","plausible","93",13,6.16666666666667
"1373","passive","plausible","94",13,6.75
"1374","passive","plausible","95",14,6.07142857142857
"1375","passive","plausible","96",13,5.92307692307692
"1376","passive","plausible","97",15,3.73333333333333
"1377","passive","plausible","98",16,3.625
"1378","passive","plausible","99",14,4.71428571428571
"1379","passive","plausible0","183",15,6.2
"1380","passive","plausible0","184",13,6.46153846153846
"1381","passive","plausible0","185",16,6.9375
"1382","passive","plausible0","186",15,6.4
"1383","passive","plausible0","187",13,5.30769230769231
"1384","passive","plausible0","188",13,5.61538461538461
"1385","passive","plausible0","189",13,5.15384615384615
"1386","passive","plausible0","190",14,6.07142857142857
"1387","passive","plausible0","191",14,6
"1388","passive","plausible0","192",14,5.78571428571429
"1389","passive","plausible0","193",15,5.33333333333333
"1390","passive","plausible0","194",12,4.33333333333333
"1391","passive","plausible0","195",15,4.73333333333333
"1392","passive","plausible0","196",14,4.21428571428571
"1393","passive","plausible0","197",13,5.07692307692308
"1394","passive","plausible0","198",15,4.93333333333333
"1395","passive","plausible0","199",16,5.0625
"1396","passive","plausible0","200",14,5.07142857142857
"1397","passive","plausible0","201",15,6.26666666666667
"1398","passive","plausible0","202",13,5.46153846153846
"1399","passive","plausible0","203",15,5.26666666666667
"1400","passive","plausible0","204",15,4.46666666666667
"1401","passive","plausible0","205",14,5.57142857142857
"1402","passive","plausible0","206",13,5.92307692307692
"1403","passive","plausible0","207",13,4.84615384615385
"1404","passive","plausible0","208",13,6.69230769230769
"1405","passive","plausible0","209",14,4.5
"1406","passive","plausible0","210",13,5.07692307692308
"1407","passive","plausible0","211",14,6
"1408","passive","plausible0","212",16,6.5625
"1409","passive","plausible0","213",13,5.07692307692308
"1410","passive","plausible0","214",13,6.07692307692308
"1411","passive","plausible0","215",15,4.66666666666667
"1412","passive","plausible0","216",16,4.8125
"1413","passive","plausible0","217",15,6.13333333333333
"1414","passive","plausible0","218",13,5.15384615384615
"1415","passive","plausible0","219",15,5.8
"1416","passive","plausible0","220",14,6.07142857142857
"1417","passive","plausible0","221",15,6.6
"1418","passive","plausible0","222",14,5.71428571428571
"1419","passive","plausible0","223",15,7
"1420","passive","plausible0","224",13,6.23076923076923
"1421","passive","plausible0","225",15,4.4
"1422","passive","plausible0","226",13,5.15384615384615
"1423","passive","plausible0","227",14,5.71428571428571
"1424","passive","plausible0","228",13,6
"1425","passive","plausible0","229",13,5.23076923076923
"1426","passive","plausible0","230",12,6.25
"1427","passive","plausible0","231",15,7
"1428","passive","plausible0","232",13,6.07692307692308
"1429","passive","plausible0","233",16,5.25
"1430","passive","plausible0","234",14,4.28571428571429
"1431","passive","plausible0","235",13,4.69230769230769
"1432","passive","plausible0","236",14,5.71428571428571
"1433","passive","plausible0","237",16,5.8125
"1434","passive","plausible0","238",15,4.73333333333333
"1435","passive","plausible0","239",14,4.92857142857143
"1436","passive","plausible0","240",13,4.69230769230769
"1437","passive","plausible0","241",14,5.92857142857143
"1438","passive","plausible0","242",14,5.14285714285714
"1439","passive","plausible0","243",15,6.2
"1440","passive","plausible0","244",13,6.5
"1441","passive","plausible0","245",14,6.78571428571429
"1442","passive","plausible0","246",13,5.76923076923077
"1443","passive","plausible0","247",15,5.73333333333333
"1444","passive","plausible0","248",13,6.30769230769231
"1445","passive","plausible0","249",15,3.73333333333333
"1446","passive","plausible0","250",16,3.0625
"1447","passive","plausible0","251",15,4.86666666666667
"1448","passive","plausible0","252",13,5.53846153846154
"1449","passive","plausible0","253",14,5.64285714285714
"1450","passive","plausible0","254",15,5.46666666666667
"1451","passive","plausible0","255",13,5
"1452","passive","plausible0","256",13,5.30769230769231
"1453","passive","plausible0","257",13,6.69230769230769
"1454","passive","plausible0","258",16,6.125
"1455","passive","plausible0","259",13,5.76923076923077
"1456","passive","plausible0","260",14,5.71428571428571
"1457","passive","plausible0","261",15,6.53333333333333
"1458","passive","plausible0","262",13,5.92307692307692
"1459","passive","plausible0","263",13,6.69230769230769
"1460","passive","plausible0","264",12,3.75
"1461","passive","plausible0","265",15,5.8
"1462","passive","plausible0","266",13,5.15384615384615
"1463","passive","plausible0","267",14,6.5
"1464","passive","plausible0","268",13,6.46153846153846
"1465","passive","plausible0","269",15,6.13333333333333
"1466","passive","plausible0","270",15,6.2
"1467","passive","plausible0","271",16,5.6875
"1468","passive","plausible0","272",14,3.57142857142857
"1469","passive","plausible0","273",14,5.35714285714286
"1470","passive","plausible0","274",14,5.35714285714286
"1471","passive","plausible0","275",14,4.5
"1472","passive","plausible0","276",14,5.57142857142857
"1473","passive","plausible0","277",13,6.76923076923077
"1474","passive","plausible0","278",13,5.92307692307692
"1475","passive","plausible0","369",15,5.53333333333333
"1476","passive","plausible0","370",13,4.23076923076923
"1477","passive","plausible0","371",13,6.61538461538461
"1478","passive","plausible0","372",15,5.26666666666667
"1479","passive","plausible0","373",14,5.92857142857143
"1480","passive","plausible0","374",13,6.38461538461539
"1481","passive","plausible0","375",16,5.5625
"1482","passive","plausible0","376",12,6.91666666666667
"1483","passive","plausible0","377",14,6
"1484","passive","plausible0","378",13,5.76923076923077
"1485","passive","plausible0","379",13,4.84615384615385
"1486","passive","plausible0","380",13,6.30769230769231
"1487","passive","plausible0","381",15,6.8
"1488","passive","plausible0","382",16,5.875
"1489","passive","plausible0","383",13,6.75
"1490","passive","plausible0","384",13,6.30769230769231
"1491","passive","plausible0","385",15,6.93333333333333
"1492","passive","plausible0","386",14,5.64285714285714
"1493","passive","plausible0","387",14,5.14285714285714
"1494","passive","plausible0","388",14,5.92857142857143
"1495","passive","plausible0","389",15,6.73333333333333
"1496","passive","plausible0","390",14,5.5
"1497","passive","plausible0","391",15,6.53333333333333
"1498","passive","plausible0","392",16,6.5625
"1499","passive","plausible0","393",13,5.07692307692308
"1500","passive","plausible0","394",15,6.6
"1501","passive","plausible0","395",15,6.46666666666667
"1502","passive","plausible0","396",14,5.35714285714286
"1503","passive","plausible0","397",15,5.66666666666667
"1504","passive","plausible0","398",13,6.15384615384615
"1505","passive","plausible0","399",16,6.375
"1506","passive","plausible0","400",13,5.92307692307692
"1507","passive","plausible0","401",14,6.78571428571429
"1508","passive","plausible0","402",15,5.5
"1509","passive","plausible0","403",16,5.875
"1510","passive","plausible0","404",13,6.23076923076923
"1511","passive","plausible0","405",14,5.15384615384615
"1512","passive","plausible0","406",13,6.15384615384615
"1513","passive","plausible0","407",13,6.53846153846154
"1514","passive","plausible0","408",13,4.84615384615385
"1515","passive","plausible0","409",14,6.5
"1516","passive","plausible0","410",12,5.5
"1517","passive","plausible0","411",14,5.35714285714286
"1518","passive","plausible0","412",13,5.92307692307692
"1519","passive","plausible0","413",15,5
"1520","passive","plausible0","414",16,4.4375
"1521","passive","plausible0","415",13,4.23076923076923
"1522","passive","plausible0","416",16,6.5
"1523","passive","plausible1","183",13,6.53846153846154
"1524","passive","plausible1","184",12,6.58333333333333
"1525","passive","plausible1","185",15,6.42857142857143
"1526","passive","plausible1","186",13,6.61538461538461
"1527","passive","plausible1","187",14,5.28571428571429
"1528","passive","plausible1","188",15,5.93333333333333
"1529","passive","plausible1","189",15,5.8
"1530","passive","plausible1","190",16,5.5625
"1531","passive","plausible1","191",13,5.76923076923077
"1532","passive","plausible1","192",13,6
"1533","passive","plausible1","193",14,5.92857142857143
"1534","passive","plausible1","194",13,5
"1535","passive","plausible1","195",15,4.93333333333333
"1536","passive","plausible1","196",14,4.21428571428571
"1537","passive","plausible1","197",16,4.6875
"1538","passive","plausible1","198",14,5.64285714285714
"1539","passive","plausible1","199",15,5.42857142857143
"1540","passive","plausible1","200",13,4.53846153846154
"1541","passive","plausible1","201",13,5.69230769230769
"1542","passive","plausible1","202",12,5.58333333333333
"1543","passive","plausible1","203",15,5.93333333333333
"1544","passive","plausible1","204",13,4.61538461538461
"1545","passive","plausible1","205",16,4.8125
"1546","passive","plausible1","206",14,5.14285714285714
"1547","passive","plausible1","207",13,5.23076923076923
"1548","passive","plausible1","208",15,4.2
"1549","passive","plausible1","209",15,5.13333333333333
"1550","passive","plausible1","210",14,5.85714285714286
"1551","passive","plausible1","211",14,6.23076923076923
"1552","passive","plausible1","212",13,6.38461538461539
"1553","passive","plausible1","213",14,4.85714285714286
"1554","passive","plausible1","214",13,6
"1555","passive","plausible1","215",14,5.42857142857143
"1556","passive","plausible1","216",16,5.25
"1557","passive","plausible1","217",15,6.6
"1558","passive","plausible1","218",13,6.53846153846154
"1559","passive","plausible1","219",13,5.15384615384615
"1560","passive","plausible1","220",13,5.76923076923077
"1561","passive","plausible1","221",13,6
"1562","passive","plausible1","222",16,5.5
"1563","passive","plausible1","223",15,6.2
"1564","passive","plausible1","224",14,6.14285714285714
"1565","passive","plausible1","225",14,4.76923076923077
"1566","passive","plausible1","226",15,5.6
"1567","passive","plausible1","227",15,6.2
"1568","passive","plausible1","228",13,6.76923076923077
"1569","passive","plausible1","229",14,5.28571428571429
"1570","passive","plausible1","230",13,6.30769230769231
"1571","passive","plausible1","231",13,5.46153846153846
"1572","passive","plausible1","232",12,5.25
"1573","passive","plausible1","233",15,5.26666666666667
"1574","passive","plausible1","234",13,5.38461538461539
"1575","passive","plausible1","235",15,5.4
"1576","passive","plausible1","236",14,5.64285714285714
"1577","passive","plausible1","237",15,4.26666666666667
"1578","passive","plausible1","238",13,5.38461538461539
"1579","passive","plausible1","239",16,5.66666666666667
"1580","passive","plausible1","240",13,5
"1581","passive","plausible1","241",13,5.30769230769231
"1582","passive","plausible1","242",13,4.23076923076923
"1583","passive","plausible1","243",14,6.07142857142857
"1584","passive","plausible1","244",14,5.5
"1585","passive","plausible1","245",14,6.42857142857143
"1586","passive","plausible1","246",15,5.6
"1587","passive","plausible1","247",14,6.21428571428571
"1588","passive","plausible1","248",14,6.14285714285714
"1589","passive","plausible1","249",15,2.86666666666667
"1590","passive","plausible1","250",13,3.84615384615385
"1591","passive","plausible1","251",15,5.73333333333333
"1592","passive","plausible1","252",13,6.38461538461539
"1593","passive","plausible1","253",15,6.93333333333333
"1594","passive","plausible1","254",14,5.85714285714286
"1595","passive","plausible1","255",14,6.42857142857143
"1596","passive","plausible1","256",13,6.46153846153846
"1597","passive","plausible1","257",15,6.46666666666667
"1598","passive","plausible1","258",16,6.4375
"1599","passive","plausible1","259",16,4.625
"1600","passive","plausible1","260",13,5.76923076923077
"1601","passive","plausible1","261",13,5.38461538461539
"1602","passive","plausible1","262",14,5.35714285714286
"1603","passive","plausible1","263",13,6.38461538461539
"1604","passive","plausible1","264",13,6.23076923076923
"1605","passive","plausible1","265",13,6.15384615384615
"1606","passive","plausible1","266",12,5.66666666666667
"1607","passive","plausible1","267",13,6.46153846153846
"1608","passive","plausible1","268",15,6.86666666666667
"1609","passive","plausible1","269",15,4.33333333333333
"1610","passive","plausible1","270",13,4.92307692307692
"1611","passive","plausible1","271",15,4.4
"1612","passive","plausible1","272",13,5.23076923076923
"1613","passive","plausible1","273",14,6.42857142857143
"1614","passive","plausible1","274",14,4.64285714285714
"1615","passive","plausible1","275",15,4.2
"1616","passive","plausible1","276",16,4.3125
"1617","passive","plausible1","277",14,6.07142857142857
"1618","passive","plausible1","278",13,6.30769230769231
"1619","passive","plausible1","369",14,5.07142857142857
"1620","passive","plausible1","370",15,4.06666666666667
"1621","passive","plausible1","371",15,6.6
"1622","passive","plausible1","372",14,6.71428571428571
"1623","passive","plausible1","373",13,7
"1624","passive","plausible1","374",14,5.78571428571429
"1625","passive","plausible1","375",15,5.53333333333333
"1626","passive","plausible1","376",13,7
"1627","passive","plausible1","377",14,5.92857142857143
"1628","passive","plausible1","378",15,5.33333333333333
"1629","passive","plausible1","379",16,6.25
"1630","passive","plausible1","380",12,5.33333333333333
"1631","passive","plausible1","381",13,6.69230769230769
"1632","passive","plausible1","382",13,5.23076923076923
"1633","passive","plausible1","383",13,6.16666666666667
"1634","passive","plausible1","384",13,5.69230769230769
"1635","passive","plausible1","385",15,6.8
"1636","passive","plausible1","386",13,5.69230769230769
"1637","passive","plausible1","387",16,5.5
"1638","passive","plausible1","388",13,5.46153846153846
"1639","passive","plausible1","389",14,6.14285714285714
"1640","passive","plausible1","390",14,5.5
"1641","passive","plausible1","391",14,5.85714285714286
"1642","passive","plausible1","392",16,6.4375
"1643","passive","plausible1","393",15,5.33333333333333
"1644","passive","plausible1","394",14,6.35714285714286
"1645","passive","plausible1","395",15,6.6
"1646","passive","plausible1","396",16,5.375
"1647","passive","plausible1","397",13,5.61538461538461
"1648","passive","plausible1","398",14,5.92857142857143
"1649","passive","plausible1","399",15,5
"1650","passive","plausible1","400",15,6.53333333333333
"1651","passive","plausible1","401",13,6.53846153846154
"1652","passive","plausible1","402",13,6
"1653","passive","plausible1","403",15,6
"1654","passive","plausible1","404",13,6.07692307692308
"1655","passive","plausible1","405",14,5.64285714285714
"1656","passive","plausible1","406",15,6.46666666666667
"1657","passive","plausible1","407",16,6.5
"1658","passive","plausible1","408",13,6.15384615384615
"1659","passive","plausible1","409",16,6.75
"1660","passive","plausible1","410",13,3.38461538461538
"1661","passive","plausible1","411",15,5.93333333333333
"1662","passive","plausible1","412",14,4.71428571428571
"1663","passive","plausible1","413",14,5.78571428571429
"1664","passive","plausible1","414",13,5.23076923076923
"1665","passive","plausible1","415",13,4.76923076923077
"1666","passive","plausible1","416",16,6.13333333333333
