Item,Plausibility,Voice,m,stdev
283,plausible,passive,6.214285714285714,1.42389343964797
284,implausible,active,1,0
284,implausible,passive,1.9285714285714286,1.5915297775935682
284,plausible,active,6.538461538461538,0.9674179220468452
284,plausible,passive,5.933333333333334,1.3870146083619754
285,implausible,active,1.3125,0.7932002689527196
285,implausible,passive,1.4615384615384615,1.126601424298216
285,plausible,active,6.6,1.121223821162776
285,plausible,passive,6.6,0.7367883976130072
286,implausible,active,2,1.927248223318863
286,implausible,passive,2.1538461538461537,1.9513309067639726
286,plausible,active,6.071428571428571,2.1649048909393658
286,plausible,passive,5.285714285714286,1.8985245861972935
287,implausible,active,3,2.6457513110645907
287,implausible,passive,1.5,1.0919284281983377
287,plausible,active,6.5,1.1677484162422844
287,plausible,passive,6.866666666666666,0.5163977794943222
288,implausible,active,2.642857142857143,2.4371213428059835
288,implausible,passive,2.5,2.27866357593825
288,plausible,active,5.642857142857143,1.9057460827371866
288,plausible,passive,5.923076923076923,1.4411533842457842
289,implausible,active,2.3076923076923075,2.323238235187235
289,implausible,passive,1.6,1.3522468075656264
289,plausible,active,4.571428571428571,1.6035674514745464
289,plausible,passive,5.533333333333333,2.1995670569671746
290,implausible,active,1.8571428571428572,1.7478401113789142
290,implausible,passive,1.6428571428571428,1.6458405781822274
290,plausible,active,6.333333333333333,1.1751393027860062
290,plausible,passive,5.846153846153846,1.573009527739414
291,implausible,active,1.7333333333333334,1.791514389985135
291,implausible,passive,3.142857142857143,2.2483204964917824
291,plausible,active,6.833333333333333,0.3892494720807615
291,plausible,passive,6.533333333333333,0.8338093878327919
292,implausible,active,1.4285714285714286,1.6035674514745464
292,implausible,passive,1,0
292,plausible,active,5.909090909090909,1.8140862964338524
292,plausible,passive,5.666666666666667,1.7182493859684491
293,implausible,active,3.1333333333333333,2.5597618936887376
293,implausible,passive,1.8666666666666667,1.3557637102737474
293,plausible,active,6.8125,0.5439056290693574
293,plausible,passive,6.384615384615385,1.12089707663561
294,implausible,active,2.5,2.2101165997782526
294,implausible,passive,1.6428571428571428,1.4468609447374663
294,plausible,active,6.533333333333333,0.7432233529572065
294,plausible,passive,6.3076923076923075,1.031553471276484
295,implausible,active,1.6666666666666667,1.6761634196950514
295,implausible,passive,2.5833333333333335,2.108783937953269
295,plausible,active,6.2,1.6193277068654826
295,plausible,passive,6.071428571428571,1.542439911024374
296,implausible,active,2.3846153846153846,2.2560460078960247
296,implausible,passive,1.9333333333333333,1.869555587629877
296,plausible,active,6.3076923076923075,1.1094003924504583
296,plausible,passive,6.714285714285714,0.4688072309384954
297,implausible,active,1.6666666666666667,1.2909944487358056
297,implausible,passive,2.3076923076923075,2.323238235187235
297,plausible,active,6.4,1.2421180068162376
297,plausible,passive,5.857142857142857,1.7478401113789142
298,implausible,active,2.4,1.992844341996778
298,implausible,passive,1.3636363636363635,1.2060453783110545
298,plausible,active,6.928571428571429,0.2672612419124244
298,plausible,passive,5.769230769230769,2.087815690853567
299,implausible,active,3.769230769230769,1.9215378456610457
299,implausible,passive,4.571428571428571,2.2434275189912047
299,plausible,active,6.285714285714286,0.9944903161976938
299,plausible,passive,5.428571428571429,1.554857684028483
300,implausible,active,1.2857142857142858,0.825420305855557
300,implausible,passive,1.8571428571428572,1.7032612545052803
300,plausible,active,6.153846153846154,1.4051188470584879
300,plausible,passive,6.928571428571429,0.2672612419124244
301,implausible,active,1.5384615384615385,1.3301243435223524
301,implausible,passive,1.4375,1.2632629707758134
301,plausible,active,6.333333333333333,1.1751393027860062
301,plausible,passive,6,2.104417123236605
302,implausible,active,2.642857142857143,2.4371213428059835
302,implausible,passive,2.6153846153846154,2.0223114472661203
302,plausible,active,6.142857142857143,1.167320591199077
302,plausible,passive,5.642857142857143,2.097879620259204
303,implausible,active,2.5,2.312175133106021
303,implausible,passive,2.4615384615384617,2.1453587351685734
303,plausible,active,6.357142857142857,1.6458405781822274
303,plausible,passive,6.285714285714286,1.0690449676496976
304,implausible,active,2.0714285714285716,2.1649048909393658
304,implausible,passive,1.7857142857142858,1.847183778644646
304,plausible,active,5.642857142857143,1.4468609447374663
304,plausible,passive,4.416666666666667,1.5050420310248864
305,implausible,active,2.0714285714285716,2.1649048909393658
305,implausible,passive,3.272727272727273,2.7236339361562187
305,plausible,active,7,0
305,plausible,passive,6.666666666666667,0.6513389472789296
306,implausible,active,2,1.5811388300841898
306,implausible,passive,2.5,2.409915415049314
306,plausible,active,6.846153846153846,0.3755338080994054
306,plausible,passive,6.642857142857143,1.0818177620697815
307,implausible,active,2.0714285714285716,2.1649048909393658
307,implausible,passive,1.5333333333333334,1.4074631010979937
307,plausible,active,6.466666666666667,1.3557637102737474
307,plausible,passive,6.6923076923076925,0.6304251719561152
308,implausible,active,1,0
308,implausible,passive,1.7857142857142858,1.42389343964797
308,plausible,active,6,1.224744871391589
308,plausible,passive,5.8,1.424279266355945
309,implausible,active,1.5333333333333334,1.4074631010979937
309,implausible,passive,2.066666666666667,2.250925735484551
309,plausible,active,6.384615384615385,1.0439078454267836
309,plausible,passive,6.25,1.6532795690182993
310,implausible,active,1.2142857142857142,0.8017837257372732
310,implausible,passive,2.2142857142857144,2.4235565546581275
310,plausible,active,6.076923076923077,1.4978617237881953
310,plausible,passive,6.642857142857143,1.0818177620697815
311,implausible,active,2,1.7795130420052185
311,implausible,passive,2.2142857142857144,1.8050600428356278
311,plausible,active,4.785714285714286,2.3592231912080863
311,plausible,passive,5.076923076923077,1.7541160386140584
312,implausible,active,1.9285714285714286,1.7304639535412156
312,implausible,passive,2.5384615384615383,2.0662116951635836
312,plausible,active,6.714285714285714,0.6112498455021266
312,plausible,passive,6.142857142857143,1.7032612545052803
313,implausible,active,2.5,2.393172105652397
313,implausible,passive,1.7333333333333334,1.9444671200491874
313,plausible,active,5.928571428571429,1.071611705960535
313,plausible,passive,5.818181818181818,1.2504544628399563
314,implausible,active,1.3846153846153846,1.3867504905630728
314,implausible,passive,1.4285714285714286,1.6035674514745464
314,plausible,active,6.2,1.1464230084422218
314,plausible,passive,6.363636363636363,1.5015143870590966
315,implausible,active,3.3076923076923075,2.562050460881394
315,implausible,passive,3.8666666666666667,2.0307165050320353
315,plausible,active,5.142857142857143,1.7032612545052803
315,plausible,passive,6.2,1.3201731488169053
316,implausible,active,1.8666666666666667,1.88477610139267
316,implausible,passive,2.4615384615384617,2.401922307076307
316,plausible,active,6.357142857142857,1.6458405781822274
316,plausible,passive,6.642857142857143,0.6333236937766509
317,implausible,active,2.1538461538461537,2.0754980866510833
317,implausible,passive,3.357142857142857,2.5901334345533646
317,plausible,active,5.6923076923076925,1.6525039276108335
317,plausible,passive,5.428571428571429,1.5045717874984443
318,implausible,active,3.076923076923077,2.361550989693654
318,implausible,passive,2,1.9639610121239315
318,plausible,active,6.066666666666666,0.9611501047232549
318,plausible,passive,6.285714285714286,1.2666473875533018
319,implausible,active,2.357142857142857,1.9456912102680337
319,implausible,passive,2.5,2.2446517632945957
319,plausible,active,5.461538461538462,1.9839096340048947
319,plausible,passive,5.846153846153846,1.5191090506254998
320,implausible,active,2,2
320,implausible,passive,1.3571428571428572,0.6333236937766509
320,plausible,active,6.071428571428571,0.9972489631508746
320,plausible,passive,5.6923076923076925,1.3155870289605438
321,implausible,active,2,2.1712405933672376
321,implausible,passive,1.5333333333333334,1.4573295865416045
321,plausible,active,6.933333333333334,0.2581988897471611
321,plausible,passive,6.384615384615385,1.12089707663561
322,implausible,active,1.9090909090909092,1.8140862964338524
322,implausible,passive,2.923076923076923,2.215909838025097
322,plausible,active,6.153846153846154,1.5191090506254998
322,plausible,passive,6.928571428571429,0.2672612419124244
323,implausible,active,2,2.1712405933672376
323,implausible,passive,3.0714285714285716,1.8590438284354558
323,plausible,active,6.153846153846154,1.214231845389905
323,plausible,passive,5.733333333333333,1.3870146083619754
324,implausible,active,1.8666666666666667,1.5522640914238175
324,implausible,passive,3.1538461538461537,2.1152680620571416
324,plausible,active,6.285714285714286,1.5898026693500447
324,plausible,passive,5.214285714285714,1.2513728724621074
325,implausible,active,3.4545454545454546,2.5045413298101655
325,implausible,passive,1.7857142857142858,1.847183778644646
325,plausible,active,6.5,1.1677484162422844
325,plausible,passive,7,0
326,implausible,active,2,1.5689290811054724
326,implausible,passive,1.2142857142857142,0.8017837257372732
326,plausible,active,6.266666666666667,1.624221425205085
326,plausible,passive,6.6923076923076925,0.6304251719561152
327,implausible,active,2.769230769230769,1.8776690404970269
327,implausible,passive,2.466666666666667,1.6417180315870614
327,plausible,active,6.642857142857143,0.744946343668492
327,plausible,passive,6.666666666666667,0.6172133998483676
328,implausible,active,5,2.273030282830976
328,implausible,passive,3.7142857142857144,2.163635524139563
328,plausible,active,6.083333333333333,1.729862492345632
328,plausible,passive,6.571428571428571,1.1578684470436789
329,implausible,active,2.1538461538461537,1.4632243987255136
329,implausible,passive,2.5625,1.672074559741082
329,plausible,active,6.4,0.828078671210825
329,plausible,passive,4.666666666666667,2.2253945610567474
330,implausible,active,4.071428571428571,2.0926349130034314
330,implausible,passive,3.7142857142857144,2.0913216810491813
330,plausible,active,6,1.6832508230603465
330,plausible,passive,6.714285714285714,0.825420305855557
331,implausible,active,2.533333333333333,1.5976172734359604
331,implausible,passive,3.3333333333333335,1.6761634196950514
331,plausible,active,6.538461538461538,1.126601424298216
331,plausible,passive,6.875,0.3415650255319866
332,implausible,active,4.769230769230769,2.0475125621855637
332,implausible,passive,3.2,1.740279123753264
332,plausible,active,6.214285714285714,1.3114039117603011
332,plausible,passive,6.071428571428571,1.9792883614022534
333,implausible,active,2.3846153846153846,2.467740583964123
333,implausible,passive,2.230769230769231,2.2043081361221617
333,plausible,active,5.857142857142857,1.5118578920369088
333,plausible,passive,4.928571428571429,2.200149845046773
334,implausible,active,3.642857142857143,2.0232168923292906
334,implausible,passive,3.7857142857142856,2.1547290184283368
334,plausible,active,6.3076923076923075,0.8548504142651103
334,plausible,passive,5.666666666666667,1.3451854182690985
335,implausible,active,3.8666666666666667,2.356349072692956
335,implausible,passive,3.923076923076923,1.8009968749527978
335,plausible,active,4.6923076923076925,2.2870874995874626
335,plausible,passive,4.333333333333333,2.0586634591635513
336,implausible,active,3.3333333333333335,1.9880595947760098
336,implausible,passive,3.1538461538461537,2.034951016861497
336,plausible,active,5.857142857142857,1.4600918230947435
336,plausible,passive,5.769230769230769,1.640825308284734
337,implausible,active,3.0714285714285716,2.335817620458403
337,implausible,passive,2.5384615384615383,2.258885588639695
337,plausible,active,5.923076923076923,1.4978617237881953
337,plausible,passive,6.071428571428571,1.5915297775935682
338,implausible,active,4.5,2.0286410760370144
338,implausible,passive,3.5714285714285716,2.20887321481358
338,plausible,active,6,1.9639610121239315
338,plausible,passive,5.916666666666667,1.5050420310248864
339,implausible,active,4.642857142857143,1.7368026705655184
339,implausible,passive,4.5,1.9513309067639726
339,plausible,active,4.928571428571429,2.200149845046773
339,plausible,passive,5.6923076923076925,1.702185623672077
340,implausible,active,5,1.2403473458920846
340,implausible,passive,4.142857142857143,2.14322341192107
340,plausible,active,6.266666666666667,1.0327955589886444
340,plausible,passive,5.923076923076923,1.255755978254962
341,implausible,active,2.6875,1.8518009252256753
341,implausible,passive,2.4615384615384617,1.713446070320696
341,plausible,active,6.666666666666667,0.6172133998483676
341,plausible,passive,6.866666666666666,0.3518657752744984
342,implausible,active,4.615384615384615,2.0223114472661203
342,implausible,passive,4.533333333333333,2.356349072692956
342,plausible,active,5.857142857142857,1.4064216928154862
342,plausible,passive,6.071428571428571,1.6391501416322993
343,implausible,active,4.333333333333333,2.160246899469287
343,implausible,passive,3,1.8516401995451028
343,plausible,active,6.5,0.7302967433402214
343,plausible,passive,6.615384615384615,0.9607689228305228
344,implausible,active,2.6153846153846154,2.467740583964123
344,implausible,passive,2.4,2.2296700588716196
344,plausible,active,6.5,0.8548504142651103
344,plausible,passive,6.857142857142857,0.5345224838248488
345,implausible,active,3,1.954016841836789
345,implausible,passive,3.6,2.2296700588716196
345,plausible,active,6.285714285714286,1.0690449676496976
345,plausible,passive,5.909090909090909,1.300349603340998
346,implausible,active,3.7333333333333334,2.3441924185608345
346,implausible,passive,3.8181818181818183,2.1362669223756576
346,plausible,active,4.785714285714286,2.722514997587325
346,plausible,passive,4.153846153846154,2.672269754539321
347,implausible,active,3.5,1.9903613896824017
347,implausible,passive,3.4,2.3543273227945902
347,plausible,active,6.066666666666666,1.3870146083619754
347,plausible,passive,5.615384615384615,1.5021352323976216
348,implausible,active,4.571428571428571,1.9100658753958326
348,implausible,passive,4.214285714285714,2.006856379383569
348,plausible,active,6.384615384615385,1.0439078454267836
348,plausible,passive,6.466666666666667,0.7432233529572065
349,implausible,active,5.230769230769231,1.832750490103429
349,implausible,passive,4.733333333333333,1.9444671200491874
349,plausible,active,6.428571428571429,1.0163498575623617
349,plausible,passive,6.666666666666667,0.6172133998483676
350,implausible,active,2.357142857142857,2.0608863984346026
350,implausible,passive,2.6923076923076925,2.0970064133034736
350,plausible,active,6.071428571428571,1.8171950369175571
350,plausible,passive,5.785714285714286,2.190137734642115
351,implausible,active,2,1.7795130420052185
351,implausible,passive,2.5,2.139374459257443
351,plausible,active,6,1.4675987714106855
351,plausible,passive,6.142857142857143,1.7478401113789142
352,implausible,active,2.3846153846153846,1.8946618668626838
352,implausible,passive,3,1.8810798862519205
352,plausible,active,5.642857142857143,1.3363062095621219
352,plausible,passive,6.545454545454546,0.6875516509523286
353,implausible,active,3.1538461538461537,2.0754980866510833
353,implausible,passive,2.8125,1.8337120820892248
353,plausible,active,6.066666666666666,1.3345232785352157
353,plausible,passive,4.666666666666667,2.2886885410853175
354,implausible,active,5.545454545454546,2.2074254852038093
354,implausible,passive,5.714285714285714,1.2043875831929896
354,plausible,active,5.846153846153846,1.573009527739414
354,plausible,passive,6.857142857142857,0.5345224838248488
355,implausible,active,3.1333333333333333,2.2318047362958033
355,implausible,passive,2.7142857142857144,1.5898026693500447
355,plausible,active,6.6923076923076925,0.6304251719561152
355,plausible,passive,6.6,0.9102589898327995
356,implausible,active,3.857142857142857,2.476260917566671
356,implausible,passive,3.076923076923077,2.100061049173669
356,plausible,active,5.363636363636363,1.9116865471476894
356,plausible,passive,5.071428571428571,2.26899793925681
357,implausible,active,2.4,2.0976176963403033
357,implausible,passive,3.2,2.007130147392398
357,plausible,active,5.6923076923076925,1.377474463442389
357,plausible,passive,5.375,1.746424919657298
358,implausible,active,4,2.2677868380553634
358,implausible,passive,2,1.4907119849998598
358,plausible,active,6.785714285714286,0.4258153136263201
358,plausible,passive,6.153846153846154,1.6251232694862383
359,implausible,active,2.2666666666666666,1.791514389985135
359,implausible,passive,2.1538461538461537,2.034951016861497
359,plausible,active,6.733333333333333,0.5936168397046637
359,plausible,passive,5.928571428571429,1.7743595036946849
360,implausible,active,3.066666666666667,1.6676187756655838
360,implausible,passive,4,2.1213203435596424
360,plausible,active,5.571428571428571,2.10180456217566
360,plausible,passive,5.357142857142857,2.0608863984346026
361,implausible,active,4.714285714285714,2.643673767508198
361,implausible,passive,3.230769230769231,2.2043081361221617
361,plausible,active,6.133333333333334,1.4074631010979937
361,plausible,passive,6.533333333333333,0.7432233529572065
362,implausible,active,2.7857142857142856,1.8050600428356278
362,implausible,passive,2,1.3008872711759818
362,plausible,active,6.533333333333333,0.8338093878327919
362,plausible,passive,6.416666666666667,1.164500152881315
363,implausible,active,4.785714285714286,1.4769288003552106
363,implausible,passive,5.4,1.5491933384829668
363,plausible,active,6,1.2535663410560174
363,plausible,passive,5,2.345207879911715
364,implausible,active,5.285714285714286,2.0164161440372537
364,implausible,passive,5.333333333333333,1.3972762620115438
364,plausible,active,5.666666666666667,1.6143297699232972
364,plausible,passive,5.8,1.52127765851133
365,implausible,active,4.142857142857143,2.1788191176076888
365,implausible,passive,4.642857142857143,1.8232322463624386
365,plausible,active,5.3076923076923075,1.7504578155735615
365,plausible,passive,4.928571428571429,2.05554730553075
366,implausible,active,4.538461538461538,1.941450686788302
366,implausible,passive,3.7333333333333334,2.463060426921489
366,plausible,active,5.857142857142857,1.8337495365063798
366,plausible,passive,6.642857142857143,0.9287827316640651
367,implausible,active,5.636363636363637,1.6292775867068985
367,implausible,passive,5.142857142857143,1.561909228976012
367,plausible,active,6.25,0.9653072991634227
367,plausible,passive,6.533333333333333,1.0600988273786194
368,implausible,active,4.733333333333333,2.250925735484551
368,implausible,passive,5.615384615384615,1.5566235649883124
368,plausible,active,5.214285714285714,1.7619295117556788
368,plausible,passive,5,1.6903085094570331
369,plausible0,active,5.857142857142857,1.7032612545052803
369,plausible0,passive,5.615384615384615,2.0223114472661203
369,plausible1,active,5.3076923076923075,1.7504578155735615
369,plausible1,passive,5.285714285714286,1.938618517976592
370,plausible0,active,5,2.0754980866510833
370,plausible0,passive,4.285714285714286,2.4314785444432596
370,plausible1,active,4.5,1.8292495308606331
370,plausible1,passive,4.153846153846154,2.0754980866510833
371,plausible0,active,5.5,2.139374459257443
371,plausible0,passive,6.076923076923077,1.4411533842457842
371,plausible1,active,6,1.6172150801252798
371,plausible1,passive,6.142857142857143,1.2314558524297639
372,plausible0,active,5.642857142857143,1.6919330254585618
372,plausible0,passive,5.214285714285714,2.2592909516916153
372,plausible1,active,6.066666666666666,1.486446705914413
372,plausible1,passive,6.384615384615385,0.9607689228305228
373,plausible0,active,6,1.2403473458920846
373,plausible0,passive,6.642857142857143,0.4972451580988469
373,plausible1,active,6.071428571428571,1.439245834257849
373,plausible1,passive,6.538461538461538,1.1982893790305562
374,plausible0,active,5.714285714285714,1.3259870882635918
374,plausible0,passive,6.363636363636363,1.026910636104941
374,plausible1,active,6.071428571428571,1.8171950369175571
374,plausible1,passive,5.615384615384615,2.142368686697878
375,plausible0,active,5.5,1.834021909257456
375,plausible0,passive,5.5625,2.0320351046836436
375,plausible1,active,5.066666666666666,2.1536237457121516
375,plausible1,passive,5.8,1.424279266355945
376,plausible0,active,6.3076923076923075,1.2506408613597126
376,plausible0,passive,6.571428571428571,0.7559289460184544
376,plausible1,active,6.214285714285714,1.6723346844167577
376,plausible1,passive,6.785714285714286,0.8017837257372732
377,plausible0,active,5.083333333333333,2.391588796113782
377,plausible0,passive,5.285714285714286,2.054210364052382
377,plausible1,active,6.214285714285714,1.42389343964797
377,plausible1,passive,5.214285714285714,2.0448272986535274
378,plausible0,active,6.230769230769231,1.0127393670836666
378,plausible0,passive,5.6,1.6388149028228556
378,plausible1,active,5.571428571428571,1.554857684028483
378,plausible1,passive,5.571428571428571,2.027286390693261
379,plausible0,active,5.866666666666666,1.6417180315870614
379,plausible0,passive,5.333333333333333,2.0930724738891344
379,plausible1,active,5.846153846153846,1.8187062180825984
379,plausible1,passive,6.1875,1.2230426539304888
380,plausible0,active,5.714285714285714,1.7728105208558367
380,plausible0,passive,5.928571428571429,1.6854255666327542
380,plausible1,active,5.666666666666667,1.3706888336846839
380,plausible1,passive,5.5,1.9115036368906426
381,plausible0,active,6.333333333333333,1.3706888336846839
381,plausible0,passive,6.666666666666667,0.816496580927726
381,plausible1,active,6.357142857142857,1.15072838853303
381,plausible1,passive,6.2727272727272725,0.7862453931068965
382,plausible0,active,5.384615384615385,1.8946618668626838
382,plausible0,passive,6.357142857142857,0.744946343668492
382,plausible1,active,4.8,2.210365192839022
382,plausible1,passive,6.090909090909091,1.1361818036340359
383,plausible0,active,6.5,0.8944271909999159
383,plausible0,passive,6.333333333333333,1.1547005383792515
383,plausible1,active,6,1.2403473458920846
383,plausible1,passive,6.142857142857143,1.0994504121565505
384,plausible0,active,6.142857142857143,1.027105182026191
384,plausible0,passive,6.142857142857143,1.0994504121565505
384,plausible1,active,6.466666666666667,0.8338093878327919
384,plausible1,passive,5.615384615384615,1.325296290046213
385,plausible0,active,5.818181818181818,1.6011359603844901
385,plausible0,passive,6.642857142857143,0.744946343668492
385,plausible1,active,6.583333333333333,1.164500152881315
385,plausible1,passive,6.571428571428571,0.9376144618769908
386,plausible0,active,5.285714285714286,1.977899874131123
386,plausible0,passive,5.571428571428571,1.4525460784051258
386,plausible1,active,5.6923076923076925,1.6525039276108335
386,plausible1,passive,5.666666666666667,1.4474937289114918
387,plausible0,active,5.923076923076923,1.5525000516123695
387,plausible0,passive,5.133333333333334,2.0307165050320353
387,plausible1,active,5.928571428571429,1.3847680013570567
387,plausible1,passive,5.733333333333333,1.5796322658258457
388,plausible0,active,5.769230769230769,1.832750490103429
388,plausible0,passive,5.466666666666667,1.505545305418162
388,plausible1,active,5.533333333333333,1.245945806357946
388,plausible1,passive,5.857142857142857,1.027105182026191
389,plausible0,active,6.714285714285714,0.6112498455021266
389,plausible0,passive,6.285714285714286,1.1387288073563857
389,plausible1,active,5.846153846153846,1.9513309067639726
389,plausible1,passive,5.928571428571429,1.7304639535412156
390,plausible0,active,5.533333333333333,1.6846647257229665
390,plausible0,passive,5.153846153846154,1.7722938923964167
390,plausible1,active,6.357142857142857,1.15072838853303
390,plausible1,passive,5.142857142857143,1.6574838603294897
391,plausible0,active,5.733333333333333,1.869555587629877
391,plausible0,passive,6.142857142857143,0.9492622930986467
391,plausible1,active,5.538461538461538,1.7614096918559585
391,plausible1,passive,5.6,1.5023790657297036
392,plausible0,active,6.818181818181818,0.6030226891555273
392,plausible0,passive,5.785714285714286,1.7177163475234933
392,plausible1,active,6.384615384615385,1.0439078454267836
392,plausible1,passive,7,0
393,plausible0,active,5.214285714285714,2.190137734642115
393,plausible0,passive,4.6923076923076925,2.015961945102775
393,plausible1,active,5.571428571428571,1.554857684028483
393,plausible1,passive,4.857142857142857,2.14322341192107
394,plausible0,active,6.214285714285714,0.9749612559222292
394,plausible0,passive,6.571428571428571,0.646206172658864
394,plausible1,active,5.666666666666667,1.3972762620115438
394,plausible1,passive,6,1.2909944487358056
395,plausible0,active,6.142857142857143,1.292412345317728
395,plausible0,passive,6.6923076923076925,0.6304251719561152
395,plausible1,active,6.714285714285714,0.6112498455021266
395,plausible1,passive,6.142857142857143,1.0994504121565505
396,plausible0,active,6.357142857142857,1.2157392722216298
396,plausible0,passive,4.923076923076923,1.6563785025137654
396,plausible1,active,5.7272727272727275,1.348399724926484
396,plausible1,passive,4.857142857142857,2.0326997151247235
397,plausible0,active,5.4,1.1832159566199232
397,plausible0,passive,5.733333333333333,1.0997835284835873
397,plausible1,active,6.0625,1.2893796958227628
397,plausible1,passive,5.461538461538462,1.713446070320696
398,plausible0,active,5.357142857142857,2.097879620259204
398,plausible0,passive,5.571428571428571,1.8277470669267508
398,plausible1,active,4.6923076923076925,2.1750331562459526
398,plausible1,passive,5.4,1.7647338933351153
399,plausible0,active,4.846153846153846,1.908147174886057
399,plausible0,passive,6.25,0.9309493362512627
399,plausible1,active,6.133333333333334,0.990430401872025
399,plausible1,passive,5.285714285714286,1.6837947722821909
400,plausible0,active,5.769230769230769,1.4232501627054275
400,plausible0,passive,5.4,1.8822478962286404
400,plausible1,active,5.571428571428571,1.741541567969893
400,plausible1,passive,6.5,1.3445044840729643
401,plausible0,active,6.142857142857143,1.4064216928154862
401,plausible0,passive,6.5,0.6504436355879909
401,plausible1,active,6.142857142857143,1.561909228976012
401,plausible1,passive,6.461538461538462,0.7762500258061847
402,plausible0,active,5.428571428571429,1.8277470669267508
402,plausible0,passive,5.923076923076923,1.1875421719907089
402,plausible1,active,5.857142857142857,1.6104057232283402
402,plausible1,passive,5.428571428571429,2.2434275189912047
403,plausible0,active,6.3076923076923075,0.8548504142651103
403,plausible0,passive,5.866666666666666,1.5976172734359604
403,plausible1,active,5.933333333333334,1.3870146083619754
403,plausible1,passive,6.076923076923077,1.255755978254962
404,plausible0,active,5.333333333333333,1.9880595947760098
404,plausible0,passive,6.076923076923077,1.0377490433255416
404,plausible1,active,5.714285714285714,1.5406577730392865
404,plausible1,passive,5.466666666666667,1.245945806357946
405,plausible0,active,5.384615384615385,1.6092680291808414
405,plausible0,passive,4.6923076923076925,1.9741924671712983
405,plausible1,active,5.928571428571429,1.1411388181101378
405,plausible1,passive,5.285714285714286,1.7728105208558367
406,plausible0,active,6.5,0.6504436355879909
406,plausible0,passive,5.857142857142857,1.7032612545052803
406,plausible1,active,6.571428571428571,0.7559289460184544
406,plausible1,passive,6.384615384615385,0.6504436355879909
407,plausible0,active,6.333333333333333,1.1126972805283737
407,plausible0,passive,6.466666666666667,1.245945806357946
407,plausible1,active,6.384615384615385,1.12089707663561
407,plausible1,passive,6.25,1.0645812948447542
408,plausible0,active,5.933333333333334,1.2227992865708155
408,plausible0,passive,5.428571428571429,1.9100658753958326
408,plausible1,active,5.6,1.6388149028228556
408,plausible1,passive,6.076923076923077,1.255755978254962
409,plausible0,active,5.538461538461538,2.1061570302086774
409,plausible0,passive,6.133333333333334,1.3020130933435712
409,plausible1,active,6,1.1766968108291043
409,plausible1,passive,6.6,0.7367883976130072
410,plausible0,active,4.846153846153846,2.154303980645638
410,plausible0,passive,5.928571428571429,1.6391501416322993
410,plausible1,active,4.846153846153846,2.192645048267573
410,plausible1,passive,3.642857142857143,2.468482650011256
411,plausible0,active,6.133333333333334,1.3557637102737474
411,plausible0,passive,6,1.044465935734187
411,plausible1,active,6.090909090909091,1.2210278829367867
411,plausible1,passive,5.5,1.6525039276108335
412,plausible0,active,5.066666666666666,1.162919151265879
412,plausible0,passive,6,1
412,plausible1,active,5.785714285714286,1.7619295117556788
412,plausible1,passive,4.230769230769231,2.2043081361221617
413,plausible0,active,5.857142857142857,1.2314558524297639
413,plausible0,passive,5.071428571428571,1.8590438284354558
413,plausible1,active,5,1.5275252316519468
413,plausible1,passive,5.571428571428571,1.2224996910042532
414,plausible0,active,4.615384615384615,2.142368686697878
414,plausible0,passive,4.714285714285714,2.2336094083368714
414,plausible1,active,5.5,1.0919284281983377
414,plausible1,passive,5.454545454545454,1.8635254955935732
415,plausible0,active,4.8125,1.558578412100805
415,plausible0,passive,4.384615384615385,1.938146087479026
415,plausible1,active,4.866666666666666,1.6846647257229665
415,plausible1,passive,5.333333333333333,1.7994708216848747
416,plausible0,active,6.181818181818182,1.7786613965666325
416,plausible0,passive,6.214285714285714,0.9749612559222292
416,plausible1,active,5.6923076923076925,1.8878830906871762
416,plausible1,passive,6.3076923076923075,1.377474463442389
