"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal","pValAdjusted","pLabel","pValFinal"
"bert-large-cased","TrialTypeAAN:VoiceA>P",-0.0150826784320085,0.0122288549183278,763.205065486918,-1.23336800810381,0.217818213714588,0.363030356190979,"","0.363"
"bert-large-cased","TrialTypeAI:VoiceA>P",-0.0796910861654004,0.0124307906543737,778.058016353353,-6.4107817741554,2.508816567321e-10,6.27204141830249e-10,"***","<0.001"
"bert-large-cased","PlausibilityImplausible:TrialTypeAAN:VoiceA>P",0.0376496786308552,0.0172808319886816,761.738853977854,2.17869594794478,0.0296601178377795,0.148300589188898,"","0.148"
"bert-large-cased","PlausibilityImplausible:TrialTypeAI:VoiceA>P",0.149025212700661,0.0174285107182853,761.738854113019,8.55065674339632,6.66740393592169e-17,3.33370196796085e-16,"***","<0.001"
"roberta-large","(Intercept)",0.79503101528256,0.00578687058324444,385.771296381754,137.385311084117,0,0,"***","<0.001"
"roberta-large","PlausibilityImplausible",-0.00179162615122743,0.00582028956481001,381.018601401597,-0.30782422958125,0.758384282987808,0.758384282987808,"","0.758"
"roberta-large","TrialTypeAAN",-0.0181127399987469,0.00826715365214773,382.007391422096,-2.19092819135416,0.029060515153793,0.0484341919229883,"*","0.048"
"roberta-large","TrialTypeAI",-0.0586125009620646,0.00868370858027697,402.297516722613,-6.74970842471491,5.18699371468766e-11,2.59349685734383e-10,"***","<0.001"
"roberta-large","VoiceA>P",-0.129778015706046,0.00879180682052715,1105.1606465728,-14.761245140537,3.83972951485037e-45,9.59932378712593e-45,"***","<0.001"
"roberta-large","agent_freq_norm",-0.00207858862142662,0.00372161179277393,678.348242731545,-0.558518388581665,0.576674756473692,0.576674756473692,"","0.577"
"roberta-large","patient_freq_norm",-0.00281175563801646,0.00372518212530879,681.677984914094,-0.754796824271617,0.450631582101401,0.563289477626751,"","0.563"
"roberta-large","verb_freq_norm",-0.00720908359448056,0.00324561711665629,404.098905868201,-2.2211749985801,0.0268926996602898,0.044821166100483,"*","0.045"
"roberta-large","sentence_freq_norm",0.00807085371497369,0.00537320572873739,687.979741102691,1.50205559258759,0.133541581582851,0.243017679968237,"","0.243"
"roberta-large","PlausibilityImplausible:TrialTypeAAN",-0.0106603365977831,0.00837565117371369,381.009292494943,-1.2727770506059,0.203873268193015,0.254841585241268,"","0.255"
"roberta-large","PlausibilityImplausible:TrialTypeAI",-0.124150688599364,0.00871303000032975,381.12929289758,-14.2488535669756,3.13765482649389e-37,3.92206853311736e-37,"***","<0.001"
"roberta-large","PlausibilityImplausible:VoiceA>P",-0.00423532104686586,0.0100743676942441,761.838272420554,-0.420405644841182,0.674307696128045,0.990638697344825,"","0.991"
"roberta-large","TrialTypeAAN:VoiceA>P",-0.038967021672721,0.0102798361781606,763.104317012399,-3.79062671791462,0.000162120516303379,0.000810602581516893,"***","<0.001"
"roberta-large","TrialTypeAI:VoiceA>P",-0.0778802713897689,0.0104290918211352,775.976676055946,-7.4675985910815,2.19960845550065e-13,1.09980422775032e-12,"***","<0.001"
"roberta-large","PlausibilityImplausible:TrialTypeAAN:VoiceA>P",0.014608149989739,0.01452945971579,761.838272702038,1.00541591191195,0.315015845665232,0.35392386291965,"","0.354"
"roberta-large","PlausibilityImplausible:TrialTypeAI:VoiceA>P",0.0406901120850753,0.0146536257370823,761.838272477302,2.7767948230113,0.00562460573988379,0.00937434289980632,"**","0.009"
"xlnet-large-cased","(Intercept)",0.556106949928771,0.0073188636683066,447.712247073602,75.9826900912119,5.68309360646244e-258,1.42077340161561e-257,"***","<0.001"
"xlnet-large-cased","PlausibilityImplausible",-0.00298206722494275,0.00858046422197079,1136.71032982598,-0.347541478852274,0.728248902118953,0.758384282987808,"","0.758"
"xlnet-large-cased","TrialTypeAAN",-0.0112181344701382,0.0104692143577177,443.3195748526,-1.07153546453736,0.2845117229728,0.2845117229728,"","0.285"
"xlnet-large-cased","TrialTypeAI",-0.0213265007517425,0.0109716618017183,471.095813978797,-1.94378036227863,0.0525170084399391,0.0525170084399391,"","0.053"
"xlnet-large-cased","VoiceA>P",-0.0803046750521681,0.013680587206754,1491.20496384119,-5.86997281904115,5.3627724538797e-09,6.70346556734963e-09,"***","<0.001"
"xlnet-large-cased","agent_freq_norm",-0.00519575575479959,0.00462717431507629,661.289855600441,-1.12287875947762,0.261896489990153,0.576674756473692,"","0.577"
"xlnet-large-cased","patient_freq_norm",-0.00739078340173355,0.00462656962553191,661.164877359048,-1.59746507670548,0.110639865206484,0.27659966301621,"","0.277"
"xlnet-large-cased","verb_freq_norm",0.00241693443536377,0.00375438450326319,389.537368509914,0.643763160982327,0.520107857849058,0.520107857849058,"","0.52"
"xlnet-large-cased","sentence_freq_norm",0.00211877038503605,0.00669457404042094,518.433814223119,0.316490694141733,0.751757479333991,0.898917921851335,"","0.899"
"xlnet-large-cased","PlausibilityImplausible:TrialTypeAAN",0.0138089657110056,0.0123475873590576,1136.70791487207,1.11835335191016,0.263652396139564,0.263652396139564,"","0.264"
"xlnet-large-cased","PlausibilityImplausible:TrialTypeAI",-0.0014677226874501,0.0128460364216401,1136.74010550465,-0.114254906282035,0.909055904303764,0.909055904303764,"","0.909"
"xlnet-large-cased","PlausibilityImplausible:VoiceA>P",0.0242482291418741,0.0170848166846621,1137.19243207667,1.41928529813509,0.156089892730608,0.780449463653039,"","0.78"
"xlnet-large-cased","TrialTypeAAN:VoiceA>P",0.0304126613131673,0.0174286159027382,1138.41594148132,1.74498431102547,0.0812574267241843,0.203143566810461,"","0.203"
"xlnet-large-cased","TrialTypeAI:VoiceA>P",0.0824428008077305,0.0176338568754024,1150.87511729772,4.67525632028523,3.28294508036942e-06,5.47157513394903e-06,"***","<0.001"
"xlnet-large-cased","PlausibilityImplausible:TrialTypeAAN:VoiceA>P",-0.024753786025031,0.0246400730353808,1137.1924321458,-1.00461496155011,0.315296001719476,0.35392386291965,"","0.354"
"xlnet-large-cased","PlausibilityImplausible:TrialTypeAI:VoiceA>P",-0.0661104203254692,0.0248506424504177,1137.19243196804,-2.66031031018106,0.00791670899428768,0.00989588624285961,"**","0.01"
"gpt2-xl_full","(Intercept)",0.487544904432762,0.0101577386504519,378.597313818183,47.9973861515989,4.76104266402222e-163,4.76104266402222e-163,"***","<0.001"
"gpt2-xl_full","PlausibilityImplausible",0.00553502521996863,0.0055090767094652,922.01318588543,1.00471013780927,0.315300043981106,0.758384282987808,"","0.758"
"gpt2-xl_full","TrialTypeAAN",0.0495270376260971,0.0145230638308337,375.318486032893,3.41023341926977,0.0007195949630441,0.00179898740761025,"**","0.002"
"gpt2-xl_full","TrialTypeAI",0.0923644290314783,0.0151416431386115,389.95953013443,6.10002680593808,2.55675331372018e-09,4.26125552286697e-09,"***","<0.001"
"gpt2-xl_full","VoiceA>P",0.0947175944204004,0.010543798940063,1479.95163463485,8.98325119426397,7.80362962849178e-19,1.30060493808196e-18,"***","<0.001"
"gpt2-xl_full","agent_freq_norm",0.00909365142509346,0.0056081966152562,680.590728699932,1.62149297696797,0.105375102076331,0.526875510381653,"","0.527"
"gpt2-xl_full","patient_freq_norm",0.0122518250797553,0.00559667282058025,672.798984522114,2.18912655295885,0.0289305242714252,0.144652621357126,"","0.145"
"gpt2-xl_full","verb_freq_norm",0.0188258097966231,0.00555956619666288,400.306569861689,3.38620121259159,0.000778782976453262,0.00389391488226631,"**","0.004"
"gpt2-xl_full","sentence_freq_norm",0.0452543296700269,0.00768498051873412,1139.75245823552,5.88867200895407,5.11685364142318e-09,2.55842682071159e-08,"***","<0.001"
"gpt2-xl_full","PlausibilityImplausible:TrialTypeAAN",-0.0598075863241494,0.00792863315482167,920.38570464414,-7.54324044968311,1.09922473965521e-13,2.74806184913803e-13,"***","<0.001"
"gpt2-xl_full","PlausibilityImplausible:TrialTypeAI",-0.16689067420198,0.00823619657654623,942.47739874312,-20.2630756382413,4.62309471445266e-76,1.15577367861317e-75,"***","<0.001"
"gpt2-xl_full","PlausibilityImplausible:VoiceA>P",-0.000641591524767946,0.0106641883373607,1131.57812017777,-0.0601631839640532,0.952036290862291,0.990638697344825,"","0.991"
"gpt2-xl_full","TrialTypeAAN:VoiceA>P",-0.00936872792898787,0.0108868891406356,1133.81402672181,-0.860551421803205,0.389667082143601,0.39088980769223,"","0.391"
"gpt2-xl_full","TrialTypeAI:VoiceA>P",0.00139369385264357,0.0110982477670643,1156.16575093559,0.12557782831084,0.90008794658324,0.90008794658324,"","0.9"
"gpt2-xl_full","PlausibilityImplausible:TrialTypeAAN:VoiceA>P",-0.0142633012695596,0.0153801111446237,1131.5781200998,-0.927386098542308,0.35392386291965,0.35392386291965,"","0.354"
"gpt2-xl_full","PlausibilityImplausible:TrialTypeAI:VoiceA>P",0.00394045718302485,0.0155115466725247,1131.57812022666,0.25403380244502,0.799515595055004,0.799515595055004,"","0.8"
"human","(Intercept)",0.799311882272567,0.00926797994707515,379.162301884934,86.2444553006202,2.94963258356848e-251,4.91605430594746e-251,"***","<0.001"
"human","PlausibilityImplausible",-0.00521191315054051,0.0159200389861349,380.201505042342,-0.327380677590029,0.743560159445187,0.758384282987808,"","0.758"
"human","TrialTypeAAN",0.0672619931982701,0.0132436181416153,374.575535551081,5.07882305870127,6.00081321095772e-07,3.00040660547886e-06,"***","<0.001"
"human","TrialTypeAI",0.0912854363347386,0.0140132478893756,398.386736914005,6.51422404394549,2.20772524591785e-10,5.51931311479464e-10,"***","<0.001"
"human","VoiceA>P",0.00339358104040035,0.0112987706875602,1111.94092543943,0.300349580874018,0.763966660665666,0.763966660665666,"","0.764"
"human","agent_freq_norm",0.00406282647265991,0.00607582727810089,823.068285755387,0.668686960095715,0.503882680709817,0.576674756473692,"","0.577"
"human","patient_freq_norm",0.00217908663002211,0.00612537392742226,854.873350117501,0.355747527553657,0.722117413494941,0.722117413494941,"","0.722"
"human","verb_freq_norm",0.00687946118688361,0.00485056176516261,406.217788656862,1.41828132903962,0.156875339143841,0.196094173929801,"","0.196"
"human","sentence_freq_norm",-0.00095852292190811,0.0075434153419392,825.429713479463,-0.127067499064913,0.898917921851335,0.898917921851335,"","0.899"
"human","PlausibilityImplausible:TrialTypeAAN",-0.379051520313633,0.0229157905607141,379.828542549064,-16.5410623434246,1.12897672145965e-46,5.64488360729827e-46,"***","<0.001"
"human","PlausibilityImplausible:TrialTypeAI",-0.780734359723774,0.0237512415681712,384.756705894227,-32.8713072738913,8.99710728280207e-114,4.49855364140103e-113,"***","<0.001"
"human","PlausibilityImplausible:VoiceA>P",0.000144066622182868,0.0122748045667272,761.499047961296,0.0117367752292679,0.990638697344825,0.990638697344825,"","0.991"
"human","TrialTypeAAN:VoiceA>P",-0.0107547976899094,0.0125275282494197,762.962349167623,-0.858493190019948,0.39088980769223,0.39088980769223,"","0.391"
"human","TrialTypeAI:VoiceA>P",0.0222063774548732,0.0127338026184485,777.786762647479,1.74389207373931,0.0815729805157053,0.101966225644632,"","0.102"
"human","PlausibilityImplausible:TrialTypeAAN:VoiceA>P",0.0321944414614187,0.0177029749046538,761.499047877651,1.81858934076416,0.0693667963604416,0.173416990901104,"","0.173"
"human","PlausibilityImplausible:TrialTypeAI:VoiceA>P",-0.0694455857263029,0.0178542611879668,761.499047973352,-3.88958047578619,0.000109193714818671,0.000272984287046677,"***","<0.001"
